,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8183,151671.0,175396.0,23725.5,1
1,2,10272,207890.0,239582.0,31691.4,1
2,3,7779,170913.0,190369.0,19456.0,1
3,4,10810,233449.0,268321.0,34871.9,1
4,5,13886,334051.0,369422.0,35371.1,1
5,6,14003,247424.0,280794.0,33369.9,1
6,7,6952,151492.0,169720.0,18227.7,1
7,8,13080,213523.0,231666.0,18143.5,1
8,9,14091,329280.0,366841.0,37560.3,1
9,10,12850,303239.0,341621.0,38382.1,1
10,11,11206,234332.0,265215.0,30883.7,1
11,12,11501,278589.0,317645.0,39056.0,1
12,13,11785,318968.0,345795.0,26827.2,1
13,14,18596,341214.0,382523.0,41308.8,1
14,15,9521,252334.0,280495.0,28161.0,1
