,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11189,243234.0,254232.0,10998.0,1
1,2,18954,308198.0,329130.0,20932.2,1
2,3,10720,282655.0,292685.0,10030.0,1
3,4,10960,322262.0,337614.0,15352.6,1
4,5,13194,262310.0,278694.0,16384.0,1
5,6,14429,368357.0,384051.0,15694.1,1
6,7,22235,587179.0,628249.0,41069.9,1
7,8,9937,278166.0,290269.0,12103.2,1
8,9,11028,198372.0,209009.0,10636.8,1
9,10,14564,357062.0,378630.0,21568.9,1
10,11,9604,268110.0,273684.0,5573.9,1
11,12,20116,294146.0,318608.0,24461.6,1
12,13,14751,265410.0,284266.0,18855.8,1
13,14,7596,193123.0,204247.0,11123.7,1
14,15,18925,370866.0,390180.0,19314.4,1
