,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6057,170890.0,271180.0,100291.0,1
1,2,4355,100159.0,161309.0,61149.7,1
2,3,10446,166071.0,274441.0,108370.0,1
3,4,10708,182714.0,287472.0,104758.0,1
4,5,9020,178701.0,293279.0,114578.0,1
5,6,10341,220178.0,351529.0,131351.0,1
6,7,9734,198713.0,319491.0,120778.0,1
7,8,9861,165100.0,259225.0,94125.1,1
8,9,6421,181139.0,286161.0,105022.0,1
9,10,8345,187090.0,287848.0,100758.0,1
10,11,14440,236732.0,379581.0,142849.0,1
11,12,10912,202110.0,324827.0,122717.0,1
12,13,3899,102692.0,151876.0,49184.2,1
13,14,5342,146511.0,216895.0,70384.5,1
14,15,8091,149333.0,236993.0,87659.8,1
