,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,7909,194662.0,259378.0,64716.1,1
1,2,12717,214960.0,304779.0,89819.7,1
2,3,5544,146877.0,202479.0,55601.7,1
3,4,11854,263207.0,352907.0,89699.5,1
4,5,4548,100287.0,142106.0,41819.6,1
5,6,17029,287127.0,398074.0,110947.0,1
6,7,10155,279413.0,377498.0,98084.7,1
7,8,8324,152976.0,211998.0,59022.0,1
8,9,11033,239587.0,337607.0,98020.4,1
9,10,8539,198172.0,282239.0,84067.1,1
10,11,7862,160857.0,220636.0,59779.1,1
11,12,11453,274861.0,395812.0,120951.0,1
12,13,4642,132387.0,187635.0,55247.7,1
13,14,11541,250546.0,332467.0,81921.6,1
14,15,10347,206842.0,298043.0,91200.8,1
