,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9442,221801.0,265124.0,43322.8,1
1,2,11180,122726.0,156451.0,33724.7,1
2,3,10126,275137.0,338658.0,63520.9,1
3,4,4957,121011.0,150229.0,29218.7,1
4,5,13202,285487.0,363267.0,77779.4,1
5,6,14290,274298.0,338271.0,63973.2,1
6,7,11808,264757.0,315631.0,50874.9,1
7,8,10029,263396.0,329946.0,66550.5,1
8,9,15274,291830.0,373399.0,81569.7,1
9,10,13853,296017.0,370279.0,74262.1,1
10,11,8009,167739.0,207369.0,39630.4,1
11,12,10089,177040.0,220516.0,43476.1,1
12,13,8946,204183.0,254734.0,50551.8,1
13,14,10126,210671.0,260656.0,49985.3,1
14,15,12085,324139.0,408674.0,84535.3,1
