,idVenda,Quantidade,vendaValor,Departamento,prodLucro,Produto_idProduto,Cliente_idCliente
0,1,2,58.48,10,0.0,219,5
1,2,3,114.75,14,0.0,227,5
2,3,2,81.26,11,0.0,237,5
3,4,1,18.69,2,0.0,98,6
4,5,3,174.81,13,0.0,119,6
5,6,1,14.02,3,0.0,159,6
6,7,1,9.97,1,0.0,16,7
7,8,2,83.66,9,0.0,228,7
8,9,2,96.3,12,0.0,9,7
9,10,1,49.25,4,0.0,72,11
10,11,3,86.7,12,0.0,177,11
11,12,4,180.08,2,0.0,137,11
12,13,1,19.07,7,0.0,223,12
13,14,1,15.52,9,0.0,61,12
14,15,4,77.92,13,0.0,6,12
15,16,2,17.44,4,0.0,201,13
16,17,1,58.64,12,0.0,40,13
17,18,2,53.24,8,0.0,18,13
18,19,3,48.45,13,0.0,125,14
19,20,3,167.82,11,0.0,35,14
20,21,2,54.3,3,0.0,168,14
21,22,4,23.56,2,0.0,104,15
22,23,1,25.16,6,0.0,30,15
23,24,2,111.02,6,0.0,187,15
24,25,1,42.25,7,0.0,189,16
25,26,2,60.08,2,0.0,210,16
26,27,2,96.12,12,0.0,120,16
27,28,2,38.96,13,77.92,6,18
28,29,3,26.04,12,0.0,4,18
29,30,3,80.22,4,0.0,179,18
30,31,1,10.23,10,0.0,46,20
31,32,2,98.5,4,49.25,72,20
32,33,2,77.7,2,0.0,115,20
33,34,2,17.7,9,0.0,200,24
34,35,1,39.26,9,0.0,54,24
35,36,4,131.28,5,0.0,51,24
36,37,2,91.26,5,0.0,215,27
37,38,4,97.96,8,0.0,156,27
38,39,4,83.6,3,0.0,8,27
39,40,4,179.28,13,0.0,59,32
40,41,2,18.82,2,0.0,203,32
41,42,2,23.18,9,0.0,95,32
42,43,4,221.72,6,0.0,173,33
43,44,1,33.51,11,0.0,217,33
44,45,2,57.36,7,0.0,43,33
45,46,4,74.76,2,18.69,98,35
46,47,4,198.24,2,0.0,166,35
47,48,1,10.4,8,0.0,128,35
48,49,2,6.0,6,0.0,232,37
49,50,3,77.67,4,0.0,130,37
50,51,3,63.63,9,0.0,196,37
51,52,1,33.49,4,0.0,243,38
52,53,3,5.7,4,0.0,3,38
53,54,3,125.73,4,0.0,7,38
54,55,4,100.64,6,25.16,30,41
55,56,2,90.26,9,0.0,182,41
56,57,1,3.99,4,0.0,157,41
57,58,1,53.96,12,0.0,153,42
58,59,1,22.6,12,0.0,144,42
59,60,4,179.04,6,0.0,10,42
60,61,1,30.35,4,0.0,139,43
61,62,1,34.14,5,0.0,99,43
62,63,3,41.01,8,0.0,131,43
63,64,2,38.48,15,0.0,107,44
64,65,1,11.89,8,0.0,176,44
65,66,1,55.35,2,0.0,178,44
66,67,1,10.4,8,10.4,128,45
67,68,2,66.98,4,33.49,243,45
68,69,4,32.56,15,0.0,121,45
69,70,2,109.6,4,0.0,60,46
70,71,2,28.04,3,14.02,159,46
71,72,3,26.55,9,17.7,200,46
72,73,4,167.4,1,0.0,191,48
73,74,4,28.16,10,0.0,88,48
74,75,1,5.76,14,0.0,19,48
75,76,4,65.08,13,0.0,158,50
76,77,3,60.21,8,0.0,116,50
77,78,3,38.64,6,0.0,185,50
78,79,4,132.8,1,0.0,138,2
79,80,3,17.28,14,5.76,19,2
80,81,1,13.67,8,41.01,131,2
81,82,1,22.17,8,0.0,248,3
82,83,1,25.2,14,0.0,101,3
83,84,1,33.2,1,132.8,138,3
84,85,1,42.93,5,0.0,78,6
85,86,2,47.1,1,0.0,100,6
86,87,2,95.7,2,0.0,13,6
87,88,1,32.9,10,0.0,5,7
88,89,3,99.6,1,166.0,138,7
89,90,3,12.21,11,0.0,83,7
90,91,1,33.2,1,265.6,138,8
91,92,2,78.5,13,0.0,14,8
92,93,1,22.07,8,0.0,216,8
93,94,1,23.55,1,47.1,100,10
94,95,2,92.8,13,0.0,164,10
95,96,2,78.52,9,39.26,54,10
96,97,4,24.52,8,0.0,108,12
97,98,1,38.96,13,0.0,123,12
98,99,3,170.49,1,0.0,160,12
99,100,3,45.81,12,0.0,12,13
100,101,1,53.45,7,0.0,84,13
101,102,3,81.81,9,0.0,102,13
102,103,4,23.56,2,23.56,104,19
103,104,4,46.36,9,23.18,95,19
104,105,2,92.76,12,0.0,73,19
105,106,1,39.25,13,78.5,14,24
106,107,3,35.67,8,11.89,176,24
107,108,4,34.88,4,17.44,201,24
108,109,2,63.5,12,0.0,174,25
109,110,3,100.53,11,33.51,217,25
110,111,2,32.54,13,65.08,158,25
111,112,4,218.36,8,0.0,209,26
112,113,2,80.06,5,0.0,195,26
113,114,1,46.38,12,92.76,73,26
114,115,4,75.08,7,0.0,133,30
115,116,1,39.41,1,0.0,62,30
116,117,1,19.66,6,0.0,80,30
117,118,3,68.25,9,0.0,1,32
118,119,3,28.23,2,18.82,203,32
119,120,2,97.22,3,0.0,222,32
120,121,2,85.16,14,0.0,199,36
121,122,2,49.32,5,0.0,192,36
122,123,3,45.81,12,45.81,12,36
123,124,2,17.54,1,0.0,50,40
124,125,3,139.2,13,92.8,164,40
125,126,3,38.64,6,38.64,185,40
126,127,2,81.32,1,0.0,169,44
127,128,2,9.22,6,0.0,162,44
128,129,1,30.04,2,60.08,210,44
129,130,4,133.96,4,100.47,243,45
130,131,1,12.88,6,77.28,185,45
131,132,2,8.34,5,0.0,112,45
132,133,3,91.05,4,30.35,139,47
133,134,2,67.02,11,134.04,217,47
134,135,1,27.27,9,81.81,102,47
135,136,1,39.27,8,0.0,64,1
136,137,1,51.06,10,0.0,236,1
137,138,1,21.13,1,0.0,218,1
138,139,4,26.28,14,0.0,154,17
139,140,3,71.31,6,0.0,17,17
140,141,2,43.66,12,0.0,127,17
141,142,4,122.44,14,0.0,150,22
142,143,4,41.6,8,20.8,128,22
143,144,4,103.76,1,0.0,172,22
144,145,1,47.45,10,0.0,77,31
145,146,1,53.45,7,53.45,84,31
146,147,2,42.3,9,0.0,55,31
147,148,2,80.06,5,80.06,195,49
148,149,3,21.12,10,28.16,88,49
149,150,2,31.0,4,0.0,48,49
150,151,2,36.62,14,0.0,229,3
151,152,1,57.63,2,0.0,53,3
152,153,1,9.97,1,9.97,16,3
153,154,3,153.33,10,0.0,70,4
154,155,2,30.54,13,0.0,38,4
155,156,1,8.77,1,17.54,50,4
156,157,2,25.76,6,90.16,185,16
157,158,4,18.44,6,9.22,162,16
158,159,3,5.7,4,5.7,3,16
159,160,4,16.68,5,8.34,112,18
160,161,1,43.19,15,0.0,75,18
161,162,3,46.56,9,15.52,61,18
162,163,1,28.13,13,0.0,122,29
163,164,3,63.63,9,63.63,196,29
164,165,2,90.26,9,90.26,182,29
165,166,1,6.57,14,26.28,154,34
166,167,2,94.8,5,0.0,135,34
167,168,1,19.48,13,116.88,6,34
168,169,1,42.31,15,0.0,25,21
169,170,2,92.76,12,139.14,73,21
