,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,68.31,128,265,38.81,14359.7,18102.1,3742.45,11
1,2,61.67,57,296,35.04,9986.4,18254.3,8267.92,10
2,3,22.0,85,833,12.5,10712.5,18326.0,7613.5,7
3,4,19.99,143,760,11.36,9644.64,15192.4,5547.76,9
4,5,2.08,23,1140,1.18,1346.38,2371.2,1024.82,14
5,6,17.58,149,851,9.99,9520.47,14960.6,5440.11,13
6,7,85.66,79,183,48.67,11486.1,15675.8,4189.66,2
7,8,10.68,26,923,6.07,5384.09,9857.64,4473.55,9
8,9,7.3,126,1052,4.15,4801.55,7679.6,2878.05,12
9,10,6.32,38,1049,3.59,3773.09,6629.68,2856.59,15
10,11,48.86,24,427,27.76,11381.6,20863.2,9481.62,6
11,12,62.11,52,255,35.29,9634.17,15838.0,6203.88,4
12,13,83.49,59,204,47.44,9535.44,17032.0,7496.52,7
13,14,47.38,54,418,26.92,11279.5,19804.8,8525.36,8
14,15,12.85,27,994,7.3,7124.8,12772.9,5648.1,8
15,16,49.32,48,448,28.02,12020.6,22095.4,10074.8,12
16,17,23.02,61,754,13.08,10307.0,17357.1,7050.04,2
17,18,57.43,36,351,32.63,10833.2,20157.9,9324.77,5
18,19,84.53,109,184,48.03,12439.8,15553.5,3113.75,8
19,20,59.89,73,290,34.03,10106.9,17368.1,7261.19,13
20,21,5.07,81,1197,2.88,3481.92,6068.79,2586.87,13
21,22,16.02,77,872,9.1,8108.1,13969.4,5861.34,4
22,23,33.6,163,631,19.09,14298.4,21201.6,6903.19,8
23,24,9.15,82,1005,5.2,5506.8,9195.75,3688.95,15
24,25,55.48,126,353,31.52,13711.2,19584.4,5873.24,14
25,26,88.3,95,141,50.17,9983.83,12450.3,2466.47,7
26,27,39.27,51,557,22.31,12359.7,21873.4,9513.65,11
27,28,31.64,119,654,17.98,12693.9,20692.6,7998.68,5
28,29,44.25,59,434,25.14,11639.8,19204.5,7564.68,12
29,30,51.39,138,409,29.2,14424.8,21018.5,6593.71,6
30,31,40.44,112,506,22.98,13581.2,20462.6,6881.46,5
31,32,58.2,94,314,33.07,12533.5,18274.8,5741.27,7
32,33,81.07,100,224,46.06,12298.0,18159.7,5861.66,10
33,34,70.33,49,216,39.96,9710.28,15191.3,5481.0,11
34,35,83.93,74,209,47.69,12160.9,17541.4,5380.42,15
35,36,5.17,132,1097,2.94,3554.46,5671.49,2117.03,2
36,37,12.36,31,1043,7.02,7399.08,12891.5,5492.4,2
37,38,4.28,52,1263,2.43,3054.51,5405.64,2351.13,9
38,39,50.41,81,408,28.64,13059.8,20567.3,7507.44,9
39,40,44.19,60,463,25.11,12354.1,20460.0,8105.85,4
40,41,56.64,78,344,32.18,12839.8,19484.2,6644.34,6
41,42,10.7,99,1043,6.08,6718.4,11160.1,4441.7,2
42,43,74.71,49,248,42.45,10952.1,18528.1,7575.98,12
43,44,40.36,43,544,22.93,11992.4,21955.8,9963.45,2
44,45,49.54,87,427,28.15,13540.1,21153.6,7613.43,12
45,46,60.03,100,372,34.11,14053.3,22331.2,8277.84,14
46,47,33.76,67,675,19.18,13656.2,22788.0,9131.84,3
47,48,74.04,139,203,42.07,11947.9,15030.1,3082.24,5
48,49,7.99,139,1130,4.54,5452.54,9028.7,3576.16,13
49,50,38.93,23,502,22.12,10993.6,19542.9,8549.22,6
50,51,34.13,43,610,19.39,12080.0,20819.3,8739.33,8
51,52,83.95,75,191,47.7,11114.1,16034.4,4920.35,13
52,53,66.76,157,263,37.93,14072.0,17557.9,3485.85,4
53,54,39.27,61,543,22.31,12805.9,21323.6,8517.67,3
54,55,27.35,135,672,15.54,11794.9,18379.2,6584.34,1
55,56,42.24,40,478,24.0,11688.0,20190.7,8502.72,5
56,57,51.15,34,411,29.06,12059.9,21022.7,8962.75,1
57,58,56.88,88,400,32.32,15061.1,22752.0,7690.88,12
58,59,77.32,74,223,43.93,10411.4,17242.4,6830.95,7
59,60,59.01,27,316,33.53,10293.7,18647.2,8353.45,2
60,61,27.91,42,761,15.86,11688.8,21239.5,9550.69,7
61,62,13.24,60,931,7.52,7038.72,12326.4,5287.72,11
62,63,19.52,31,863,11.09,9459.77,16845.8,7385.99,8
63,64,44.28,59,517,25.16,13058.0,22892.8,9834.72,9
64,65,42.91,64,518,24.38,12775.1,22227.4,9452.26,7
65,66,85.24,92,159,48.43,10025.0,13553.2,3528.15,3
66,67,8.27,34,1082,4.7,5132.4,8948.14,3815.74,3
67,68,34.23,43,559,19.45,11144.9,19134.6,7989.72,5
68,69,83.64,55,189,47.52,8981.28,15808.0,6826.68,15
69,70,42.56,62,515,24.18,12404.3,21918.4,9514.06,3
70,71,21.54,39,745,12.24,8800.56,16047.3,7246.74,12
71,72,44.97,80,468,25.55,13234.9,21046.0,7811.06,11
72,73,65.21,72,251,37.05,11115.0,16367.7,5252.71,9
73,74,52.89,58,422,30.05,12560.9,22319.6,9758.68,3
74,75,41.34,23,492,23.49,11040.3,20339.3,9298.98,1
75,76,52.69,47,400,29.94,12634.7,21076.0,8441.32,6
76,77,25.56,53,718,14.52,10643.2,18352.1,7708.92,7
77,78,72.04,52,244,40.93,11092.0,17577.8,6485.73,3
78,79,28.67,132,659,16.29,12364.1,18893.5,6529.42,11
79,80,8.61,73,976,4.89,4797.09,8403.36,3606.27,12
80,81,13.25,54,892,7.53,6852.3,11819.0,4966.7,9
81,82,47.13,93,495,26.78,14005.9,23329.3,9323.41,5
82,83,59.22,28,344,33.65,11239.1,20371.7,9132.58,12
83,84,36.33,97,528,20.64,12198.2,19182.2,6984.0,9
84,85,37.14,32,579,21.1,11752.7,21504.1,9751.36,8
85,86,85.62,115,157,48.65,10897.6,13442.3,2544.74,1
86,87,35.09,85,572,19.94,12243.2,20071.5,7828.32,14
87,88,46.09,110,449,26.19,13592.6,20694.4,7101.8,1
88,89,59.22,24,326,33.65,9522.95,19305.7,9782.77,6
89,90,79.22,89,188,45.01,11567.6,14893.4,3325.79,12
90,91,72.27,38,248,41.06,9608.04,17923.0,8314.92,5
91,92,24.48,27,795,13.91,10682.9,19461.6,8778.72,8
92,93,23.28,46,743,13.23,9671.13,17297.0,7625.91,4
93,94,19.59,116,807,11.13,9916.83,15809.1,5892.3,1
94,95,64.91,145,271,36.88,14161.9,17590.6,3428.69,1
95,96,5.83,47,1111,3.31,3723.75,6477.13,2753.38,12
96,97,23.76,66,809,13.5,11448.0,19221.8,7773.84,15
97,98,54.07,27,408,30.72,12533.8,22060.6,9526.8,15
98,99,29.53,43,716,16.78,11729.2,21143.5,9414.26,9
99,100,6.35,136,1044,3.61,4086.52,6629.4,2542.88,5
100,101,49.65,23,470,28.21,11989.2,23335.5,11346.3,1
101,102,40.29,80,489,22.89,12040.1,19701.8,7661.67,8
102,103,19.99,64,788,11.36,9053.92,15752.1,6698.2,7
103,104,16.54,60,940,9.4,9202.6,15547.6,6345.0,6
104,105,83.23,22,225,47.29,8985.1,18726.8,9741.65,14
105,106,39.25,30,474,22.3,10079.6,18604.5,8524.9,5
106,107,68.66,37,285,39.01,11664.0,19568.1,7904.11,8
107,108,29.09,30,763,16.53,12281.8,22195.7,9913.88,12
108,109,62.13,111,336,35.3,14225.9,20875.7,6649.78,3
109,110,47.98,48,400,27.26,11503.7,19192.0,7688.28,7
110,111,54.74,68,312,31.1,10138.6,17078.9,6940.28,4
111,112,24.31,66,749,13.81,10965.1,18208.2,7243.05,7
112,113,79.34,87,213,45.08,10684.0,16899.4,6215.46,1
113,114,60.0,92,336,34.09,12579.2,20160.0,7580.79,8
114,115,3.34,21,1217,1.9,2304.7,4064.78,1760.08,4
115,116,27.4,61,717,15.57,11210.4,19645.8,8435.4,5
116,117,60.19,141,327,34.2,14911.2,19682.1,4770.93,15
117,118,45.39,69,415,25.79,11270.2,18836.8,7566.62,15
