,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11025,167460.0,259184.0,91723.9,1
1,2,12015,218842.0,332316.0,113473.0,1
2,3,10872,217821.0,333599.0,115778.0,1
3,4,6886,154784.0,233172.0,78388.6,1
4,5,11543,195592.0,290640.0,95048.0,1
5,6,10758,216785.0,323939.0,107154.0,1
6,7,10088,146417.0,210473.0,64056.1,1
7,8,6096,161119.0,240453.0,79333.9,1
8,9,8557,204585.0,308807.0,104223.0,1
9,10,8656,223030.0,347819.0,124789.0,1
10,11,5323,123199.0,190418.0,67218.9,1
11,12,12541,226858.0,337654.0,110796.0,1
12,13,7088,175527.0,260377.0,84850.6,1
13,14,9331,214278.0,322387.0,108110.0,1
14,15,10473,197802.0,301333.0,103531.0,1
