,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9191,223252.0,294174.0,70921.8,1
1,2,9121,201465.0,268736.0,67271.8,1
2,3,10849,181104.0,234109.0,53005.7,1
3,4,6935,181535.0,232879.0,51343.9,1
4,5,10681,230402.0,300354.0,69951.9,1
5,6,10943,203852.0,265077.0,61225.5,1
6,7,9834,209970.0,277850.0,67879.8,1
7,8,15698,248789.0,319652.0,70863.2,1
8,9,12629,224210.0,287794.0,63584.1,1
9,10,9003,255607.0,323649.0,68042.0,1
10,11,13196,257243.0,342473.0,85230.2,1
11,12,12050,280526.0,367995.0,87468.5,1
12,13,11803,243907.0,316202.0,72295.8,1
13,14,12304,167459.0,217701.0,50242.2,1
14,15,7627,196800.0,266996.0,70196.8,1
