,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11225,228075.0,361298.0,133223.0,1
1,2,8699,167962.0,278396.0,110435.0,1
2,3,11696,188520.0,291990.0,103470.0,1
3,4,8948,191273.0,287017.0,95744.4,1
4,5,8520,214291.0,319104.0,104814.0,1
5,6,10276,190398.0,286677.0,96278.9,1
6,7,5887,132923.0,197027.0,64104.3,1
7,8,11788,200938.0,296506.0,95567.2,1
8,9,8084,175002.0,280344.0,105342.0,1
9,10,10064,188106.0,269947.0,81841.1,1
10,11,7906,178706.0,257133.0,78427.6,1
11,12,8952,179643.0,267346.0,87703.2,1
12,13,6552,171803.0,274098.0,102294.0,1
13,14,7281,147196.0,230981.0,83784.6,1
14,15,15825,260941.0,399668.0,138726.0,1
