,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9851,204578.0,309433.0,104855.0,1
1,2,7640,176175.0,257667.0,81492.6,1
2,3,9027,151792.0,236003.0,84211.0,1
3,4,14256,252646.0,380758.0,128111.0,1
4,5,14242,193015.0,297838.0,104823.0,1
5,6,8764,161541.0,247963.0,86421.8,1
6,7,7438,129259.0,192367.0,63108.4,1
7,8,8911,242378.0,364487.0,122110.0,1
8,9,6465,160023.0,232776.0,72753.0,1
9,10,11724,189872.0,287734.0,97862.2,1
10,11,13403,204712.0,311203.0,106491.0,1
11,12,9725,216954.0,334951.0,117998.0,1
12,13,8995,194246.0,286222.0,91976.6,1
13,14,7319,145497.0,215632.0,70135.8,1
14,15,7460,101395.0,158648.0,57252.4,1
