,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,13730,298947.0,380879.0,81931.4,1
1,2,9745,208716.0,269329.0,60613.1,1
2,3,12096,245936.0,313125.0,67188.9,1
3,4,12592,205533.0,276541.0,71008.4,1
4,5,13192,270474.0,339406.0,68932.6,1
5,6,10349,181691.0,235007.0,53316.5,1
6,7,8358,241357.0,306397.0,65040.2,1
7,8,14035,288276.0,358781.0,70505.0,1
8,9,13025,239940.0,300919.0,60978.8,1
9,10,13305,249547.0,316737.0,67190.1,1
10,11,14097,262594.0,330949.0,68355.0,1
11,12,20367,267578.0,339386.0,71808.2,1
12,13,12540,247145.0,303850.0,56705.3,1
13,14,14921,263392.0,338771.0,75379.4,1
14,15,14352,294041.0,380131.0,86090.6,1
