,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,12653,317018.0,436266.0,119248.0,1
1,2,7186,139885.0,193251.0,53366.3,1
2,3,5907,112323.0,160557.0,48234.1,1
3,4,8691,174386.0,246918.0,72532.3,1
4,5,11824,268244.0,370496.0,102253.0,1
5,6,8722,206860.0,288501.0,81641.9,1
6,7,5521,78127.3,111380.0,33252.6,1
7,8,14337,278816.0,376957.0,98141.0,1
8,9,5902,147130.0,201204.0,54074.8,1
9,10,8567,223676.0,303498.0,79821.2,1
10,11,10342,277251.0,372954.0,95702.7,1
11,12,16322,338872.0,456605.0,117733.0,1
12,13,12020,237724.0,324953.0,87229.2,1
13,14,11988,174551.0,245411.0,70860.0,1
14,15,10237,209121.0,294813.0,85692.1,1
