,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,15728,286737.0,421103.0,134366.0,1
1,2,9501,252099.0,363332.0,111233.0,1
2,3,10309,225219.0,324410.0,99191.2,1
3,4,13740,223639.0,318016.0,94377.4,1
4,5,15577,270346.0,393339.0,122992.0,1
5,6,6525,141060.0,209079.0,68018.2,1
6,7,12616,230262.0,331667.0,101405.0,1
7,8,7997,98459.7,149473.0,51013.0,1
8,9,7501,160422.0,233700.0,73277.4,1
9,10,6913,126205.0,184959.0,58753.6,1
10,11,5425,127756.0,188893.0,61137.1,1
11,12,7264,155489.0,223076.0,67587.5,1
12,13,11193,241909.0,345858.0,103949.0,1
13,14,8877,185459.0,274575.0,89115.9,1
14,15,9150,164484.0,236801.0,72317.6,1
