,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,2840,35099.8,98018.6,62918.8,1
1,2,4054,45965.4,138348.0,92383.0,1
2,3,5225,84277.4,212815.0,128537.0,1
3,4,3580,36680.9,107467.0,70786.0,1
4,5,5880,97996.0,282632.0,184636.0,1
5,6,2375,41282.6,125191.0,83908.1,1
6,7,3380,47809.4,144446.0,96636.5,1
7,8,3840,53654.9,163560.0,109906.0,1
8,9,5202,72942.5,233718.0,160776.0,1
9,10,3362,48391.9,151418.0,103026.0,1
10,11,4990,97989.0,267883.0,169894.0,1
11,12,3074,43518.9,137080.0,93560.6,1
12,13,1203,26757.9,63966.4,37208.5,1
13,14,2399,50872.1,150115.0,99242.6,1
14,15,5126,43002.8,159890.0,116887.0,1
