,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,4258,78320.4,155486.0,77165.8,1
1,2,7844,154431.0,295457.0,141026.0,1
2,3,4997,106038.0,195088.0,89049.4,1
3,4,9254,163858.0,307928.0,144070.0,1
4,5,11161,174495.0,358504.0,184009.0,1
5,6,6399,149668.0,306188.0,156520.0,1
6,7,7913,146775.0,291024.0,144249.0,1
7,8,7429,110325.0,217004.0,106678.0,1
8,9,8130,136833.0,282539.0,145706.0,1
9,10,8738,174887.0,346183.0,171296.0,1
10,11,7890,141005.0,271671.0,130666.0,1
11,12,6763,105766.0,192691.0,86925.0,1
12,13,11235,174049.0,338962.0,164913.0,1
13,14,10065,172703.0,318343.0,145640.0,1
14,15,6848,127912.0,242087.0,114175.0,1
