,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,4779,79470.9,185785.0,106314.0,1
1,2,4361,76139.6,172180.0,96040.6,1
2,3,4177,65219.6,151802.0,86582.3,1
3,4,2175,63712.0,139362.0,75650.2,1
4,5,7754,104641.0,255022.0,150381.0,1
5,6,6353,107578.0,259690.0,152112.0,1
6,7,7043,75298.3,200028.0,124730.0,1
7,8,1255,41634.5,104975.0,63340.2,1
8,9,5052,98015.7,232954.0,134938.0,1
9,10,6229,74672.5,187536.0,112864.0,1
10,11,6120,113381.0,245929.0,132548.0,1
11,12,5356,72716.2,178830.0,106114.0,1
12,13,2557,66950.1,154879.0,87928.8,1
13,14,4545,104072.0,251784.0,147713.0,1
14,15,6110,106498.0,225992.0,119494.0,1
