,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,5871,114396.0,210428.0,96031.9,1
1,2,6582,119051.0,221764.0,102713.0,1
2,3,6301,90117.5,159318.0,69200.5,1
3,4,10333,180505.0,326565.0,146061.0,1
4,5,7817,142202.0,249358.0,107156.0,1
5,6,8249,129910.0,247729.0,117819.0,1
6,7,7962,147101.0,264221.0,117120.0,1
7,8,9343,211577.0,384652.0,173075.0,1
8,9,5310,106981.0,198800.0,91819.5,1
9,10,4060,111107.0,202820.0,91713.7,1
10,11,5968,158475.0,288839.0,130364.0,1
11,12,9092,166356.0,306117.0,139761.0,1
12,13,8244,138256.0,240696.0,102439.0,1
13,14,8883,183467.0,327592.0,144125.0,1
14,15,8391,141014.0,254210.0,113196.0,1
