,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,119.5,60,59,49.79,3335.93,7050.5,3714.57,8
1,2,63.48,121,232,26.45,8040.8,14727.4,9384.46,15
2,3,102.38,67,100,42.66,5460.48,10238.0,4777.52,15
3,4,79.63,77,184,33.18,6669.18,14651.9,7982.74,3
4,5,76.46,44,181,31.86,5575.5,13839.3,8263.76,1
5,6,59.78,116,231,24.91,8095.75,13809.2,5713.43,2
6,7,115.01,69,71,47.92,4264.88,8165.71,3900.83,6
7,8,107.28,26,59,44.7,1698.6,6329.52,4630.92,4
8,9,98.02,57,92,40.84,4614.92,9017.84,4402.92,8
9,10,107.5,56,83,44.79,5061.27,8922.5,3861.23,4
10,11,14.16,94,743,5.9,4749.5,10520.9,5771.38,3
11,12,107.57,101,80,44.82,6991.92,8605.6,1613.68,14
12,13,79.08,100,176,32.95,7512.6,13918.1,6405.48,7
13,14,88.49,143,147,36.87,8185.14,13008.0,4822.89,10
14,15,63.07,76,294,26.28,8935.2,18542.6,9607.38,3
15,16,48.72,103,317,20.3,8018.5,15444.2,7425.74,6
16,17,25.22,92,598,10.51,6705.38,15081.6,8376.18,4
17,18,119.78,33,53,49.91,1647.03,6348.34,4701.31,9
18,19,69.74,67,207,29.06,6625.68,14436.2,7810.5,11
19,20,13.13,92,834,5.47,4769.84,10950.4,6180.58,14
20,21,111.07,48,88,46.28,4442.88,9774.16,5331.28,12
21,22,30.62,33,546,12.76,6699.0,16718.5,10019.5,8
22,23,43.82,28,416,18.26,7340.52,18229.1,10888.6,2
23,24,44.14,78,426,18.39,8349.06,18803.6,10454.6,10
24,25,57.19,58,289,23.83,7530.28,16527.9,8997.63,9
25,26,110.16,77,84,45.9,5553.9,9253.44,3699.54,8
26,27,83.54,70,143,34.81,5848.08,11946.2,6098.14,14
27,28,70.08,38,212,29.2,6248.8,14857.0,8608.16,7
28,29,12.14,72,767,5.06,4118.84,9311.38,5192.54,1
29,30,38.18,49,450,15.91,7175.41,17181.0,10005.6,12
30,31,92.54,49,113,38.56,5051.36,10457.0,5405.66,8
31,32,60.6,119,244,25.25,7701.25,14786.4,7085.15,9
32,33,61.58,143,242,25.66,8904.02,14902.4,5998.34,15
33,34,104.21,46,75,43.42,3430.18,7815.75,4385.57,11
34,35,16.85,79,690,7.02,5236.92,11626.5,6389.58,8
35,36,6.91,50,796,2.88,2338.56,5500.36,3161.8,6
36,37,23.02,119,622,9.59,6713.0,14318.4,7605.44,1
37,38,86.98,31,151,36.24,4457.52,13134.0,8676.46,10
38,39,21.14,68,675,8.81,6070.09,14269.5,8199.41,14
39,40,12.67,93,810,5.28,4524.96,10262.7,5737.74,3
40,41,109.61,27,70,45.67,2968.55,7672.7,4704.15,3
41,42,105.91,43,74,44.13,2736.06,7837.34,5101.28,8
42,43,81.7,98,178,34.04,7488.8,14542.6,7053.8,11
43,44,116.76,30,66,48.65,3162.25,7706.16,4543.91,14
44,45,44.71,69,336,18.63,6911.73,15022.6,8110.83,15
45,46,92.35,58,126,38.48,5541.12,11636.1,6094.98,10
46,47,88.56,36,119,36.9,4391.1,10538.6,6147.54,11
47,48,28.99,146,586,12.08,8141.92,16988.1,8846.22,12
