,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,4134,48341.8,135009.0,86667.1,1
1,2,3686,59641.8,137401.0,77759.6,1
2,3,1999,65584.2,134296.0,68711.6,1
3,4,3438,58376.5,156462.0,98085.1,1
4,5,7154,92402.9,263607.0,171204.0,1
5,6,4134,97227.4,224765.0,127537.0,1
6,7,2171,47965.7,106233.0,58267.1,1
7,8,3213,77286.5,175640.0,98353.4,1
8,9,3139,70710.1,178231.0,107521.0,1
9,10,2978,61875.6,140695.0,78819.4,1
10,11,3550,76405.3,198478.0,122073.0,1
11,12,3984,69752.6,194500.0,124747.0,1
12,13,5735,57035.4,167235.0,110200.0,1
13,14,2325,44362.4,104538.0,60175.7,1
14,15,4201,64396.0,177635.0,113239.0,1
