,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6080,113250.0,229448.0,116198.0,1
1,2,4814,72832.5,163837.0,91004.5,1
2,3,5249,94738.8,196972.0,102234.0,1
3,4,6623,86293.0,201150.0,114857.0,1
4,5,4381,76241.4,153881.0,77639.2,1
5,6,5815,89647.9,204236.0,114588.0,1
6,7,6161,103707.0,234818.0,131111.0,1
7,8,6045,119129.0,271870.0,152742.0,1
8,9,3990,80341.5,162141.0,81799.9,1
9,10,5039,87716.4,193705.0,105989.0,1
10,11,4247,68876.8,153239.0,84362.5,1
11,12,4832,87528.2,186918.0,99389.5,1
12,13,5796,94775.6,224785.0,130009.0,1
13,14,5791,59599.2,154575.0,94975.9,1
14,15,5081,84775.2,187472.0,102697.0,1
