,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11017,236479.0,249957.0,13477.8,1
1,2,19234,309036.0,330689.0,21652.3,1
2,3,10721,276384.0,291902.0,15517.9,1
3,4,10407,293664.0,318838.0,25174.4,1
4,5,13187,268536.0,284773.0,16237.4,1
5,6,14018,354798.0,378817.0,24018.4,1
6,7,22085,600950.0,623062.0,22112.1,1
7,8,10156,281838.0,295825.0,13986.9,1
8,9,11052,195043.0,207993.0,12950.3,1
9,10,14532,363460.0,383794.0,20333.9,1
10,11,9832,259766.0,277575.0,17808.9,1
11,12,19998,296220.0,317220.0,21000.1,1
12,13,14299,267959.0,280886.0,12926.8,1
13,14,7482,194216.0,198263.0,4047.09,1
14,15,18626,361437.0,385421.0,23984.8,1
