,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9604,203398.0,247641.0,44242.4,1
1,2,9790,199930.0,255926.0,55996.0,1
2,3,8757,160259.0,201056.0,40796.9,1
3,4,11912,280381.0,347094.0,66713.1,1
4,5,10476,219514.0,272099.0,52585.3,1
5,6,8603,189473.0,238005.0,48531.9,1
6,7,11967,246178.0,305894.0,59716.5,1
7,8,5940,171934.0,209236.0,37301.8,1
8,9,11831,312637.0,386310.0,73672.9,1
9,10,13040,193797.0,240730.0,46933.1,1
10,11,12758,258692.0,317225.0,58532.4,1
11,12,25042,456168.0,571956.0,115787.0,1
12,13,7787,146307.0,176393.0,30086.8,1
13,14,9702,173681.0,225206.0,51525.0,1
14,15,10806,176344.0,219075.0,42730.2,1
