,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,5461,104125.0,224235.0,120110.0,1
1,2,2716,67745.0,134158.0,66413.3,1
2,3,5004,101242.0,205604.0,104362.0,1
3,4,4486,81732.5,171765.0,90032.4,1
4,5,3342,69615.4,161740.0,92125.0,1
5,6,5397,104539.0,207171.0,102632.0,1
6,7,5817,111604.0,235232.0,123628.0,1
7,8,5955,107541.0,209528.0,101987.0,1
8,9,5433,64018.9,158187.0,94167.8,1
9,10,3076,54727.9,124674.0,69946.3,1
10,11,6233,120763.0,262988.0,142225.0,1
11,12,3658,56571.2,128103.0,71531.5,1
12,13,3736,80782.3,163115.0,82332.9,1
13,14,4741,71924.0,146902.0,74978.4,1
14,15,4448,81972.2,184449.0,102477.0,1
