,idVenda,Quantidade,vendaValor,Departamento,prodLucro,Produto_idProduto,Cliente_idCliente
0,1,1,36.06,2,0.0,128,1
1,2,2,45.36,11,0.0,91,1
2,3,1,50.19,3,0.0,152,1
3,4,3,96.93,1,0.0,216,2
4,5,1,42.97,3,0.0,189,2
5,6,3,115.86,7,0.0,160,2
6,7,3,132.24,3,0.0,175,5
7,8,3,97.47,10,0.0,101,5
8,9,3,42.48,6,0.0,61,5
9,10,3,24.12,2,0.0,64,6
10,11,2,41.56,3,0.0,174,6
11,12,2,48.46,6,0.0,71,6
12,13,1,54.76,2,0.0,27,7
13,14,3,117.21,6,0.0,207,7
14,15,1,37.17,4,0.0,182,7
15,16,3,85.23,8,0.0,205,8
16,17,2,91.54,5,0.0,10,8
17,18,4,155.4,2,0.0,67,8
18,19,1,37.17,4,37.17,182,10
19,20,2,41.56,3,41.56,174,10
20,21,2,69.0,2,0.0,20,10
21,22,1,26.02,13,0.0,70,11
22,23,3,147.96,8,0.0,79,11
23,24,2,30.54,7,0.0,227,11
24,25,4,12.2,1,0.0,73,14
25,26,3,144.78,4,0.0,157,14
26,27,4,218.24,4,0.0,85,14
27,28,1,37.63,15,0.0,231,15
28,29,2,95.2,6,0.0,143,15
29,30,4,28.2,6,0.0,86,15
30,31,3,158.76,5,0.0,30,18
31,32,2,24.06,4,0.0,136,18
32,33,3,69.63,3,0.0,177,18
33,34,3,82.44,15,0.0,138,19
34,35,3,158.31,3,0.0,95,19
35,36,3,59.67,13,0.0,185,19
36,37,1,3.05,1,12.2,73,20
37,38,3,164.28,2,54.76,27,20
38,39,2,46.06,3,0.0,65,20
39,40,3,132.06,12,0.0,47,21
40,41,1,12.55,2,0.0,248,21
41,42,1,13.62,10,0.0,18,21
42,43,3,115.89,7,0.0,163,22
43,44,4,50.12,10,0.0,223,22
44,45,3,9.15,1,15.25,73,22
45,46,4,194.88,12,0.0,186,26
46,47,2,67.52,7,0.0,145,26
47,48,3,117.72,6,0.0,116,26
48,49,1,13.62,10,13.62,18,27
49,50,1,45.18,11,0.0,103,27
50,51,4,183.08,5,91.54,10,27
51,52,3,65.07,1,0.0,247,28
52,53,1,15.92,7,0.0,150,28
53,54,1,3.92,15,0.0,9,28
54,55,4,60.28,1,0.0,80,29
55,56,1,41.1,9,0.0,107,29
56,57,4,12.2,1,24.4,73,29
57,58,2,49.52,7,0.0,62,30
58,59,2,87.28,7,0.0,89,30
59,60,3,99.27,5,0.0,192,30
60,61,1,42.59,3,0.0,35,31
61,62,3,96.93,1,96.93,216,31
62,63,3,90.36,6,0.0,187,31
63,64,3,27.69,3,0.0,184,32
64,65,3,17.94,12,0.0,233,32
65,66,3,137.31,5,274.62,10,32
66,67,1,17.16,13,0.0,200,33
67,68,2,9.04,2,0.0,36,33
68,69,4,134.16,5,0.0,25,33
69,70,1,40.26,7,0.0,159,35
70,71,4,23.92,12,17.94,233,35
71,72,3,89.82,5,0.0,28,35
72,73,3,45.81,7,30.54,227,37
73,74,2,56.84,5,0.0,16,37
74,75,3,132.24,3,132.24,175,37
75,76,2,32.7,7,0.0,142,38
