,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9004,201123.0,273860.0,72736.6,1
1,2,13591,274655.0,363381.0,88726.1,1
2,3,14386,260173.0,341395.0,81221.8,1
3,4,5032,128161.0,176656.0,48494.2,1
4,5,9536,193811.0,254831.0,61019.7,1
5,6,7051,165665.0,220056.0,54391.5,1
6,7,6389,154057.0,201513.0,47456.1,1
7,8,7383,184915.0,241876.0,56960.0,1
8,9,11018,243118.0,324216.0,81098.2,1
9,10,14677,317664.0,419587.0,101923.0,1
10,11,7717,162265.0,222713.0,60447.8,1
11,12,11429,249619.0,331832.0,82212.9,1
12,13,9482,222054.0,281294.0,59239.9,1
13,14,9446,279804.0,360437.0,80633.0,1
14,15,10923,233637.0,305221.0,71583.8,1
