,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,1259,32116.2,103655.0,71538.5,1
1,2,3735,55737.7,177196.0,121458.0,1
2,3,2768,43016.3,119981.0,76964.5,1
3,4,4752,53419.9,164445.0,111025.0,1
4,5,3666,50345.6,147030.0,96684.8,1
5,6,3765,51317.4,137503.0,86185.4,1
6,7,1059,25770.4,75674.9,49904.5,1
7,8,1943,44730.5,119368.0,74637.1,1
8,9,2080,38779.9,103290.0,64510.1,1
9,10,2374,34213.5,112282.0,78068.5,1
10,11,2100,32398.5,99262.9,66864.4,1
11,12,2065,38525.6,110387.0,71861.0,1
12,13,3428,69414.0,178138.0,108724.0,1
13,14,2170,47657.0,107902.0,60245.1,1
14,15,1448,34095.6,73395.8,39300.2,1
