,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,4209,69386.8,198151.0,128764.0,1
1,2,5469,54907.2,179121.0,124214.0,1
2,3,2580,67138.1,135254.0,68116.2,1
3,4,2932,65047.5,160010.0,94962.5,1
4,5,1578,29701.4,95081.7,65380.3,1
5,6,4192,56218.3,155969.0,99751.2,1
6,7,3234,34865.1,114462.0,79597.4,1
7,8,3700,42443.2,110740.0,68296.8,1
8,9,2971,62275.0,162031.0,99755.8,1
9,10,6284,62872.7,193503.0,130630.0,1
10,11,3268,69265.8,170260.0,100994.0,1
11,12,2847,46830.6,131746.0,84915.4,1
12,13,2471,62616.8,167389.0,104772.0,1
13,14,2071,32715.2,102996.0,70281.0,1
14,15,1596,32523.9,83274.4,50750.4,1
