,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,1857,47161.1,96782.8,49621.7,1
1,2,2206,44011.4,123413.0,79402.0,1
2,3,6219,87587.8,234196.0,146608.0,1
3,4,3759,67733.4,190406.0,122672.0,1
4,5,3425,73648.5,178788.0,105140.0,1
5,6,4167,57089.5,144904.0,87814.0,1
6,7,4576,47082.6,133186.0,86102.9,1
7,8,1900,48939.2,113389.0,64449.9,1
8,9,5201,76370.3,212441.0,136071.0,1
9,10,2545,34284.0,105849.0,71564.5,1
10,11,2435,41726.0,90564.3,48838.3,1
11,12,2949,53123.2,120443.0,67319.6,1
12,13,3261,47151.6,111496.0,64344.4,1
13,14,2852,68677.0,144610.0,75932.8,1
14,15,2049,30060.0,84049.7,53989.7,1
