,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9807,138183.0,284816.0,146633.0,1
1,2,4586,81612.7,169212.0,87599.5,1
2,3,3731,84143.4,161850.0,77707.0,1
3,4,3996,83357.5,173935.0,90577.0,1
4,5,5821,128101.0,253154.0,125054.0,1
5,6,3475,59736.7,110000.0,50263.6,1
6,7,4646,101685.0,210051.0,108366.0,1
7,8,4473,72372.3,156548.0,84175.4,1
8,9,4280,94263.7,198155.0,103892.0,1
9,10,5614,72656.2,146648.0,73991.5,1
10,11,7143,85877.0,178948.0,93070.7,1
11,12,3748,60220.8,122250.0,62028.8,1
12,13,7261,137037.0,281317.0,144280.0,1
13,14,5606,121308.0,254989.0,133681.0,1
14,15,6351,113376.0,235993.0,122617.0,1
