,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,1707,27867.9,80031.2,52163.3,1
1,2,1752,34675.7,95900.4,61224.7,1
2,3,1911,29130.9,80045.4,50914.5,1
3,4,1121,37446.1,87362.7,49916.6,1
4,5,1782,25496.2,80699.0,55202.9,1
5,6,4437,55672.8,162771.0,107098.0,1
6,7,1321,37378.5,77153.9,39775.4,1
7,8,2758,48244.7,134629.0,86383.9,1
8,9,2075,39595.1,138247.0,98651.5,1
9,10,1891,39870.0,112451.0,72580.8,1
10,11,2331,48222.2,110202.0,61979.3,1
11,12,2333,35247.8,93628.1,58380.3,1
12,13,1804,47697.9,103554.0,55855.8,1
13,14,1974,23439.3,95913.6,72474.3,1
14,15,2642,38635.5,119549.0,80913.5,1
