,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6231,108039.0,197518.0,89479.0,1
1,2,5539,128079.0,233979.0,105900.0,1
2,3,6835,101967.0,186324.0,84356.8,1
3,4,9692,144208.0,241133.0,96925.2,1
4,5,7346,157551.0,277926.0,120375.0,1
5,6,6511,116278.0,209662.0,93384.4,1
6,7,14292,192513.0,342630.0,150117.0,1
7,8,10204,234080.0,398569.0,164489.0,1
8,9,4526,118467.0,203153.0,84685.3,1
9,10,7409,138824.0,240579.0,101754.0,1
10,11,7977,138460.0,241076.0,102616.0,1
11,12,6024,122189.0,225509.0,103320.0,1
12,13,12958,203649.0,361789.0,158141.0,1
13,14,7358,116103.0,196860.0,80757.1,1
14,15,10019,218800.0,387172.0,168372.0,1
