,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9889,165091.0,337162.0,172071.0,1
1,2,8301,182420.0,357324.0,174904.0,1
2,3,5283,116955.0,226502.0,109547.0,1
3,4,5814,77259.9,151398.0,74138.0,1
4,5,9008,169168.0,320833.0,151665.0,1
5,6,4114,76429.0,151710.0,75280.9,1
6,7,4253,94190.2,184738.0,90548.3,1
7,8,6396,141334.0,270357.0,129023.0,1
8,9,5976,95025.4,184822.0,89796.2,1
9,10,5817,95773.3,194154.0,98380.7,1
10,11,4514,81737.5,157058.0,75320.0,1
11,12,4915,92446.4,179372.0,86925.2,1
12,13,2631,72865.1,149177.0,76311.9,1
13,14,5435,73501.1,148919.0,75417.9,1
14,15,3902,71338.1,131308.0,59970.2,1
