,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8619,187785.0,272405.0,84619.4,1
1,2,12945,271727.0,387390.0,115664.0,1
2,3,11750,219998.0,316275.0,96276.0,1
3,4,10988,211838.0,310066.0,98228.2,1
4,5,9437,201524.0,292603.0,91078.7,1
5,6,8445,159476.0,221897.0,62420.9,1
6,7,9895,238835.0,338967.0,100133.0,1
7,8,12742,232852.0,326693.0,93841.2,1
8,9,10405,189316.0,265230.0,75913.6,1
9,10,14798,249132.0,359342.0,110210.0,1
10,11,9213,204981.0,298715.0,93734.2,1
11,12,6259,155780.0,212540.0,56760.2,1
12,13,9202,156496.0,219208.0,62711.7,1
13,14,9852,235767.0,315798.0,80031.0,1
14,15,5981,119285.0,170772.0,51486.9,1
