,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10230,255508.0,296432.0,40924.6,1
1,2,15605,288286.0,332294.0,44008.1,1
2,3,7452,171132.0,198485.0,27352.5,1
3,4,8287,219634.0,249603.0,29969.1,1
4,5,13842,307998.0,358012.0,50014.1,1
5,6,19419,370804.0,415814.0,45009.3,1
6,7,12220,290223.0,334225.0,44001.8,1
7,8,9893,276426.0,314149.0,37723.0,1
8,9,7555,230626.0,258633.0,28006.9,1
9,10,7531,183434.0,209872.0,26438.1,1
10,11,19764,315327.0,366509.0,51181.9,1
11,12,10426,315922.0,350595.0,34673.2,1
12,13,13756,324152.0,372126.0,47974.4,1
13,14,15105,318878.0,357969.0,39091.6,1
14,15,15178,275548.0,316956.0,41408.4,1
