,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8957,143761.0,235365.0,91603.5,1
1,2,4895,94224.6,162320.0,68095.4,1
2,3,11548,192276.0,320663.0,128388.0,1
3,4,8078,149350.0,249639.0,100289.0,1
4,5,12578,193855.0,335036.0,141181.0,1
5,6,11829,185913.0,305414.0,119501.0,1
6,7,11313,221478.0,363712.0,142234.0,1
7,8,9530,145784.0,231697.0,85913.1,1
8,9,6947,147627.0,245320.0,97693.3,1
9,10,8692,127093.0,213785.0,86692.4,1
10,11,10925,159590.0,275635.0,116046.0,1
11,12,7658,124453.0,209629.0,85175.5,1
12,13,8548,142748.0,250068.0,107320.0,1
13,14,7601,103443.0,182171.0,78728.3,1
14,15,10211,184838.0,308676.0,123837.0,1
