,idVenda,Quantidade,vendaValor,Departamento,prodLucro,Produto_idProduto,Cliente_idCliente
0,1,3,32.19,12,0.0,123,1
1,2,2,33.56,1,0.0,27,1
2,3,4,46.72,13,0.0,247,1
3,4,1,24.1,15,0.0,90,2
4,5,4,106.76,12,0.0,77,2
5,6,3,12.42,1,0.0,196,2
6,7,4,217.44,2,0.0,163,3
7,8,4,25.92,8,0.0,26,3
8,9,4,6.12,3,0.0,229,3
9,10,3,162.93,13,0.0,182,4
10,11,2,99.38,14,0.0,127,4
11,12,3,160.62,11,0.0,220,4
12,13,2,98.22,2,0.0,155,6
13,14,3,141.15,12,0.0,204,6
14,15,3,8.52,4,0.0,171,6
15,16,1,51.18,9,0.0,3,7
16,17,3,137.58,13,0.0,236,7
17,18,1,17.17,12,0.0,21,7
18,19,3,41.25,12,0.0,211,11
19,20,1,9.41,15,0.0,180,11
20,21,3,194.94,5,0.0,242,11
21,22,2,107.08,11,160.62,220,12
22,23,1,10.3,4,0.0,231,12
23,24,2,35.2,1,0.0,55,12
24,25,2,114.86,1,0.0,226,14
25,26,4,141.88,9,0.0,81,14
26,27,2,110.5,6,0.0,179,14
27,28,2,108.34,12,0.0,218,15
28,29,1,14.29,7,0.0,175,15
29,30,4,141.8,14,0.0,70,15
30,31,3,108.6,9,0.0,88,16
31,32,3,172.71,11,0.0,156,16
32,33,1,59.34,12,0.0,49,16
33,34,2,69.94,5,0.0,100,17
34,35,4,41.2,4,10.3,231,17
35,36,1,11.05,11,0.0,125,17
36,37,4,33.6,13,0.0,104,19
37,38,1,36.1,10,0.0,135,19
38,39,1,4.35,13,0.0,227,19
39,40,2,123.02,8,0.0,62,20
40,41,1,58.76,4,0.0,121,20
41,42,1,20.85,12,0.0,172,20
42,43,2,98.24,2,0.0,87,21
43,44,2,69.36,11,0.0,41,21
44,45,4,12.36,6,0.0,248,21
45,46,1,47.23,15,0.0,28,22
46,47,1,24.85,6,0.0,23,22
47,48,1,26.01,4,0.0,4,22
48,49,2,119.6,4,0.0,190,23
49,50,1,57.73,1,0.0,147,23
50,51,1,5.7,3,0.0,30,23
51,52,1,24.1,15,24.1,90,25
52,53,3,4.56,14,0.0,98,25
53,54,3,52.8,1,35.2,55,25
54,55,1,8.12,15,0.0,235,27
55,56,1,26.69,12,106.76,77,27
56,57,1,9.41,15,-342.63,180,27
57,58,1,4.14,1,12.42,196,28
58,59,3,6.39,6,0.0,116,28
59,60,2,77.2,14,0.0,219,28
60,61,2,66.78,2,0.0,118,30
61,62,3,72.09,9,0.0,75,30
62,63,3,78.03,4,26.01,4,30
63,64,1,18.71,15,0.0,19,32
64,65,2,114.86,14,0.0,13,32
65,66,3,44.4,9,0.0,96,32
66,67,4,100.4,7,0.0,230,35
67,68,4,192.0,15,0.0,210,35
68,69,3,12.27,3,0.0,150,35
69,70,4,137.0,10,0.0,102,37
70,71,1,24.89,4,0.0,164,37
71,72,4,95.84,14,0.0,60,37
72,73,4,195.72,7,0.0,133,38
73,74,2,99.86,11,0.0,43,38
74,75,2,73.4,5,0.0,239,38
75,76,4,12.36,6,12.36,248,40
76,77,3,58.5,13,0.0,84,40
77,78,1,51.71,3,0.0,93,40
78,79,4,266.88,14,0.0,114,44
79,80,3,62.79,2,0.0,52,44
80,81,2,4.26,6,6.39,116,44
81,82,1,64.98,5,194.94,242,45
82,83,1,13.87,10,0.0,221,45
83,84,2,72.48,2,0.0,82,45
84,85,1,51.65,3,0.0,58,46
85,86,2,48.2,15,48.2,90,46
86,87,1,8.4,13,33.6,104,46
87,88,4,222.44,7,0.0,202,48
88,89,4,11.36,4,8.52,171,48
89,90,1,54.45,13,0.0,126,48
90,91,3,142.62,4,0.0,250,50
91,92,3,42.87,7,14.29,175,50
92,93,1,53.68,7,0.0,95,50
93,94,4,41.2,4,51.5,231,5
94,95,4,92.8,5,0.0,56,5
95,96,2,51.46,6,0.0,241,5
96,97,1,8.91,5,0.0,110,9
97,98,3,43.17,6,0.0,244,9
98,99,1,57.95,14,0.0,166,9
99,100,4,155.84,12,0.0,42,10
100,101,3,42.87,7,57.16,175,10
101,102,2,58.38,6,0.0,216,10
102,103,2,134.38,15,0.0,158,21
103,104,1,59.14,3,0.0,151,21
104,105,1,21.84,7,0.0,51,21
105,106,1,47.05,12,141.15,204,22
106,107,3,210.63,5,0.0,103,22
107,108,2,16.8,13,42.0,104,22
108,109,1,50.19,2,0.0,209,31
109,110,3,147.84,6,0.0,199,31
110,111,4,35.32,4,0.0,213,31
111,112,2,16.38,14,0.0,140,33
112,113,1,8.91,5,8.91,110,33
113,114,3,65.52,7,21.84,51,33
114,115,3,193.11,4,0.0,11,36
115,116,1,33.6,13,0.0,162,36
116,117,2,135.8,12,0.0,109,36
117,118,1,9.83,9,0.0,232,41
118,119,3,41.61,10,13.87,221,41
119,120,3,118.02,15,0.0,138,41
120,121,2,67.38,4,0.0,152,43
121,122,4,100.48,15,0.0,53,43
122,123,4,35.64,5,17.82,110,43
123,124,3,165.75,6,110.5,179,45
124,125,1,31.87,1,0.0,31,45
125,126,2,69.76,13,0.0,124,45
126,127,1,26.62,13,0.0,223,47
127,128,1,14.39,6,43.17,244,47
128,129,3,95.88,2,0.0,65,47
129,130,1,17.5,12,0.0,203,49
130,131,3,204.42,10,0.0,183,49
131,132,1,10.27,13,0.0,115,49
132,133,2,43.18,11,0.0,208,50
133,134,1,30.09,1,0.0,142,50
134,135,1,24.31,8,0.0,225,50
135,136,4,32.76,14,16.38,140,7
136,137,4,80.64,15,0.0,25,7
137,138,2,35.2,1,88.0,55,7
138,139,4,92.28,14,0.0,78,18
139,140,4,8.52,6,10.65,116,18
140,141,1,56.09,12,0.0,61,18
141,142,1,14.33,15,0.0,105,20
142,143,3,30.9,4,92.7,231,20
143,144,4,26.96,13,0.0,14,20
144,145,1,2.13,6,19.17,116,26
145,146,2,7.9,13,0.0,9,26
146,147,3,147.45,3,0.0,76,26
147,148,2,108.34,12,108.34,218,27
148,149,2,43.68,7,87.36,51,27
149,150,2,41.7,8,0.0,215,27
150,151,4,56.16,1,0.0,40,13
151,152,3,16.26,11,0.0,15,13
152,153,1,67.1,6,0.0,145,13
153,154,1,55.86,9,0.0,101,24
154,155,1,61.73,7,0.0,89,24
155,156,2,5.68,4,19.88,171,24
156,157,2,63.44,5,0.0,191,33
157,158,3,21.18,15,0.0,119,33
158,159,2,49.7,6,24.85,23,33
159,160,4,15.8,13,7.9,9,40
160,161,2,16.38,14,49.14,140,40
161,162,3,112.08,2,0.0,47,40
162,163,1,24.89,4,24.89,164,42
163,164,3,77.19,6,51.46,241,42
164,165,1,70.71,14,0.0,149,42
165,166,2,31.64,13,0.0,106,49
166,167,2,40.32,15,80.64,25,49
167,168,4,39.32,9,9.83,232,49
168,169,1,14.79,12,0.0,157,5
169,170,1,10.73,12,32.19,123,5
170,171,2,31.94,15,0.0,92,5
171,172,2,40.32,15,120.96,25,37
172,173,1,26.44,5,0.0,108,37
173,174,2,12.04,6,0.0,122,37
174,175,1,23.96,14,95.84,60,11
175,176,1,57.95,8,0.0,7,11
176,177,1,54.36,2,217.44,163,11
177,178,1,9.48,7,0.0,64,13
178,179,2,48.2,15,96.4,90,13
179,180,1,62.34,5,0.0,68,13
180,181,1,2.64,10,0.0,146,39
181,182,3,30.9,4,123.6,231,39
182,183,3,196.98,5,0.0,10,39
183,184,2,49.78,4,49.78,164,2
184,185,1,9.48,7,9.48,64,2
185,186,4,114.6,8,0.0,111,2
186,187,1,17.17,12,17.17,21,3
187,188,4,83.4,8,41.7,215,3
188,189,4,215.6,15,0.0,184,3
189,190,1,55.59,12,0.0,167,4
190,191,4,133.56,2,66.78,118,4
191,192,1,13.87,10,55.48,221,4
192,193,1,51.71,3,51.71,93,6
193,194,2,40.32,15,161.28,25,6
194,195,2,134.06,13,0.0,48,6
195,196,3,102.75,10,137.0,102,10
196,197,1,26.69,12,133.45,77,10
197,198,3,200.91,6,0.0,85,10
198,199,1,50.23,15,0.0,66,11
199,200,2,7.84,10,0.0,63,11
200,201,3,181.59,1,0.0,212,11
201,202,3,77.19,6,128.65,241,13
202,203,4,26.96,13,26.96,14,13
203,204,4,15.68,10,7.84,63,13
204,205,1,31.96,2,95.88,65,14
205,206,4,74.84,15,18.71,19,14
206,207,3,201.09,13,134.06,48,14
207,208,4,229.72,1,114.86,226,15
208,209,1,9.48,7,18.96,64,15
209,210,1,11.37,2,0.0,170,15
210,211,1,5.7,3,5.7,30,17
211,212,1,34.97,5,69.94,100,17
212,213,3,105.63,12,0.0,79,17
213,214,2,31.64,13,31.64,106,18
214,215,2,129.8,7,0.0,185,18
215,216,2,11.4,3,11.4,30,18
216,217,3,60.27,15,0.0,192,19
217,218,2,95.4,6,0.0,131,19
218,219,3,32.19,12,42.92,123,19
219,220,2,4.26,6,21.3,116,20
220,221,3,184.41,15,0.0,97,20
221,222,3,25.2,13,58.8,104,20
222,223,2,95.4,6,95.4,131,22
223,224,4,15.8,13,23.7,9,22
224,225,2,118.28,3,59.14,151,22
225,226,2,105.94,15,0.0,169,23
226,227,3,58.5,13,58.5,84,23
227,228,1,15.82,13,-1575.44,106,23
228,229,3,80.07,12,160.14,77,24
229,230,1,22.38,15,0.0,177,24
230,231,1,10.27,13,10.27,115,24
231,232,1,47.54,4,142.62,250,25
232,233,1,9.41,15,-333.22,180,25
233,234,2,109.12,14,0.0,144,25
234,235,1,9.83,9,49.15,232,26
235,236,2,134.38,15,134.38,158,26
236,237,4,83.84,15,0.0,50,26
237,238,4,159.52,14,0.0,39,27
238,239,1,36.7,5,73.4,239,27
239,240,1,64.89,15,0.0,246,27
240,241,2,7.14,4,0.0,117,28
241,242,1,55.25,6,276.25,179,28
242,243,1,22.64,8,0.0,71,28
243,244,3,42.12,1,56.16,40,30
244,245,1,59.14,3,177.42,151,30
245,246,1,17.5,12,17.5,203,30
246,247,1,3.57,4,7.14,117,31
247,248,1,68.62,1,0.0,160,31
248,249,4,99.56,4,99.56,164,31
249,250,2,134.2,6,67.1,145,32
250,251,4,116.76,6,58.38,216,32
251,252,1,33.6,13,33.6,162,32
252,253,3,108.84,2,0.0,234,33
253,254,3,28.23,15,-323.81,180,33
254,255,3,74.55,6,74.55,23,33
255,256,1,24.85,6,149.1,23,35
256,257,1,36.88,8,0.0,238,35
257,258,3,194.94,5,259.92,242,35
258,259,3,143.82,9,0.0,59,36
259,260,3,108.3,10,36.1,135,36
260,261,1,54.45,13,54.45,126,36
261,262,2,28.08,1,98.28,40,37
262,263,1,6.24,14,0.0,207,37
263,264,4,217.44,2,271.8,163,37
264,265,3,137.58,13,137.58,236,38
265,266,3,147.36,2,98.24,87,38
266,267,1,8.12,15,8.12,235,38
267,268,1,49.39,13,0.0,205,40
268,269,3,64.77,11,43.18,208,40
269,270,4,50.36,13,0.0,45,40
270,271,3,79.86,13,26.62,223,43
271,272,3,29.49,9,58.98,232,43
272,273,1,10.38,9,0.0,197,43
273,274,2,8.18,3,12.27,150,44
274,275,4,222.36,12,55.59,167,44
275,276,3,141.15,12,188.2,204,44
276,277,4,206.24,13,0.0,129,45
277,278,2,40.18,15,60.27,192,45
278,279,1,17.6,1,123.2,55,45
279,280,2,107.08,11,267.7,220,48
280,281,2,60.18,1,30.09,142,48
281,282,2,103.2,2,0.0,5,48
282,283,3,178.32,6,0.0,38,49
283,284,2,23.36,13,46.72,247,49
284,285,3,173.67,6,0.0,134,49
285,286,3,200.34,15,0.0,161,50
286,287,1,30.09,1,90.27,142,50
287,288,4,35.64,5,53.46,110,50
288,289,1,13.41,11,0.0,74,4
289,290,2,96.0,15,192.0,210,4
290,291,1,69.43,12,0.0,168,4
291,292,3,173.67,6,173.67,134,5
292,293,1,14.79,12,14.79,157,5
293,294,2,27.74,10,69.35,221,5
294,295,1,25.06,9,0.0,33,7
295,296,4,74.84,15,93.55,19,7
296,297,4,230.28,11,172.71,156,7
297,298,2,50.24,15,100.48,53,16
298,299,3,75.18,9,25.06,33,16
299,300,2,53.38,12,240.21,77,16
300,301,1,31.72,5,63.44,191,21
301,302,4,53.64,11,13.41,74,21
302,303,2,35.0,12,35.0,203,21
303,304,3,9.27,6,24.72,248,23
304,305,2,67.38,4,67.38,152,23
305,306,2,111.18,12,277.95,167,23
306,307,1,6.74,13,53.92,14,27
307,308,1,51.65,3,51.65,58,27
308,309,2,53.38,12,293.59,77,27
309,310,4,83.4,12,20.85,172,29
310,311,1,19.03,3,0.0,186,29
311,312,1,36.28,2,108.84,234,29
312,313,1,10.73,12,75.11,123,40
313,314,1,60.66,10,0.0,173,40
314,315,1,64.15,11,0.0,214,40
315,316,3,26.01,11,0.0,35,47
316,317,3,158.91,15,105.94,169,47
317,318,1,25.12,15,150.72,53,47
318,319,2,111.22,7,222.44,202,9
319,320,1,60.13,14,0.0,228,9
320,321,3,20.22,13,60.66,14,9
321,322,2,57.3,8,114.6,111,12
322,323,3,12.69,7,0.0,194,12
323,324,1,39.88,14,159.52,39,12
324,325,4,8.52,6,25.56,116,14
325,326,1,19.5,13,117.0,84,14
326,327,2,17.34,11,26.01,35,14
327,328,1,47.7,6,190.8,131,17
