,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9738,186859.0,220892.0,34032.1,1
1,2,8940,207923.0,255201.0,47278.4,1
2,3,12789,231051.0,278897.0,47845.5,1
3,4,12389,220989.0,261465.0,40476.2,1
4,5,10125,215180.0,264453.0,49272.9,1
5,6,21047,291619.0,352041.0,60422.6,1
6,7,12275,236339.0,284982.0,48643.4,1
7,8,13631,247084.0,297209.0,50125.1,1
8,9,13111,302519.0,373748.0,71229.4,1
9,10,12153,312398.0,373027.0,60629.0,1
10,11,8500,190249.0,229064.0,38814.6,1
11,12,12264,179427.0,211887.0,32459.4,1
12,13,9829,231846.0,281026.0,49180.1,1
13,14,8037,179684.0,217919.0,38235.7,1
14,15,11774,241580.0,286754.0,45174.3,1
