,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9196,207954.0,299968.0,92014.5,1
1,2,8248,127219.0,194917.0,67698.1,1
2,3,11378,241746.0,351882.0,110136.0,1
3,4,10174,197870.0,271267.0,73396.2,1
4,5,12731,207410.0,301696.0,94285.9,1
5,6,8056,140391.0,195606.0,55215.1,1
6,7,5872,161616.0,228750.0,67134.2,1
7,8,14631,331492.0,483829.0,152337.0,1
8,9,7598,155924.0,218827.0,62902.7,1
9,10,10326,207173.0,295510.0,88336.3,1
10,11,5595,68592.1,103363.0,34770.8,1
11,12,7818,171686.0,249508.0,77821.7,1
12,13,6146,168193.0,243621.0,75428.0,1
13,14,10598,136055.0,201623.0,65568.7,1
14,15,5697,117435.0,168592.0,51157.0,1
