,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10712,175504.0,288115.0,112611.0,1
1,2,5369,108555.0,163784.0,55228.6,1
2,3,5817,149506.0,236059.0,86552.9,1
3,4,9818,203742.0,335163.0,131421.0,1
4,5,9115,230817.0,354610.0,123793.0,1
5,6,8088,178547.0,282352.0,103805.0,1
6,7,6742,163642.0,273881.0,110239.0,1
7,8,5519,94034.6,146228.0,52193.9,1
8,9,8194,181201.0,287372.0,106171.0,1
9,10,6551,133471.0,210578.0,77107.4,1
10,11,6407,126515.0,200645.0,74130.1,1
11,12,10958,222695.0,362177.0,139481.0,1
12,13,7389,154691.0,247711.0,93020.9,1
13,14,11968,255470.0,409065.0,153595.0,1
14,15,7722,205822.0,331342.0,125521.0,1
