,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,7267,198848.0,259730.0,60882.9,1
1,2,11981,311995.0,401381.0,89385.7,1
2,3,19163,353355.0,457215.0,103860.0,1
3,4,8901,250422.0,328523.0,78100.5,1
4,5,7164,159242.0,203125.0,43883.2,1
5,6,14954,308463.0,400481.0,92018.0,1
6,7,13613,319511.0,402062.0,82550.1,1
7,8,11286,225709.0,291281.0,65571.5,1
8,9,6212,126009.0,161164.0,35154.1,1
9,10,8638,259264.0,321161.0,61897.6,1
10,11,7957,254874.0,316580.0,61706.4,1
11,12,8721,166168.0,215854.0,49686.3,1
12,13,8605,228074.0,288281.0,60206.9,1
13,14,10087,196702.0,248016.0,51314.8,1
14,15,13571,213095.0,275041.0,61946.0,1
