,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,7007,189439.0,283510.0,94071.2,1
1,2,8184,180918.0,292338.0,111421.0,1
2,3,9196,147560.0,245061.0,97501.1,1
3,4,10005,184780.0,298917.0,114137.0,1
4,5,12391,214999.0,357595.0,142596.0,1
5,6,9333,197599.0,331807.0,134208.0,1
6,7,8270,109560.0,186352.0,76792.6,1
7,8,5925,130633.0,208106.0,77473.4,1
8,9,10055,207146.0,341711.0,134565.0,1
9,10,8306,163905.0,276741.0,112836.0,1
10,11,4198,120584.0,201767.0,81182.6,1
11,12,6339,131169.0,208259.0,77089.4,1
12,13,7910,133678.0,207709.0,74031.1,1
13,14,3221,101700.0,163874.0,62173.2,1
14,15,5751,102954.0,168571.0,65617.2,1
