,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11402,189603.0,302814.0,113211.0,1
1,2,9012,152451.0,241952.0,89500.3,1
2,3,6825,115052.0,190984.0,75932.0,1
3,4,7105,158612.0,246080.0,87468.2,1
4,5,5211,136405.0,216690.0,80285.2,1
5,6,6115,172359.0,267057.0,94698.0,1
6,7,6994,121749.0,197115.0,75365.6,1
7,8,9242,164097.0,265190.0,101094.0,1
8,9,6266,106373.0,171195.0,64821.7,1
9,10,9185,169814.0,262001.0,92186.9,1
10,11,7104,74715.5,123933.0,49217.9,1
11,12,7562,137337.0,222385.0,85047.9,1
12,13,13685,259252.0,399071.0,139819.0,1
13,14,9650,202347.0,323289.0,120942.0,1
14,15,7097,128025.0,203601.0,75576.3,1
