,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,48.22,44,458,29.95,13687.2,22084.8,8397.61,15
1,2,77.3,125,238,48.01,15939.3,18397.4,2458.08,11
2,3,30.45,87,680,18.91,13369.4,20706.0,7336.63,13
3,4,17.85,34,949,11.09,10446.8,16939.7,6492.87,7
4,5,34.71,82,565,21.56,12828.2,19611.2,6782.95,4
5,6,62.82,58,327,39.02,12603.5,20542.1,7938.68,8
6,7,50.3,69,473,31.24,14839.0,23791.9,8952.9,14
7,8,38.46,130,500,23.89,13593.4,19230.0,5636.59,10
8,9,58.94,85,345,36.61,14131.5,20334.3,6202.84,15
9,10,81.79,26,202,50.8,8686.8,16521.6,7834.78,1
10,11,62.45,129,280,38.79,14779.0,17486.0,2707.01,9
11,12,14.78,103,962,9.18,9161.64,14218.4,5056.72,11
12,13,81.5,62,245,50.62,13110.6,19967.5,6856.92,6
13,14,70.02,59,249,43.49,11742.3,17435.0,5692.68,4
14,15,38.69,71,631,24.03,16388.5,24413.4,8024.93,14
15,16,29.5,37,721,18.32,13410.2,21269.5,7859.26,5
16,17,52.24,38,438,32.45,14050.8,22881.1,8830.27,3
17,18,41.76,138,583,25.94,16964.8,24346.1,7381.32,9
18,19,29.32,48,732,18.21,13001.9,21462.2,8460.3,4
19,20,8.89,48,1095,5.52,5961.6,9734.55,3772.95,4
20,21,6.63,118,1033,4.12,4573.2,6848.79,2275.59,10
21,22,4.23,33,1131,2.63,3003.46,4784.13,1780.67,4
22,23,81.13,54,233,50.39,11035.4,18903.3,7867.88,5
23,24,48.64,135,456,30.21,16132.1,22179.8,6047.7,4
24,25,46.9,61,494,29.13,14535.9,23168.6,8632.73,12
25,26,8.81,44,1062,5.47,5688.8,9356.22,3667.42,13
26,27,1.79,21,1231,1.11,1316.46,2203.49,887.03,7
27,28,17.4,26,837,10.81,8820.96,14563.8,5742.84,12
28,29,71.11,156,247,44.17,15592.0,17564.2,1972.16,5
29,30,63.74,39,351,39.59,13262.7,22372.7,9110.09,6
30,31,19.4,71,826,12.05,10363.0,16024.4,5661.4,2
31,32,74.3,66,254,46.15,11814.4,18872.2,7057.8,15
32,33,50.97,60,472,31.66,15196.8,24057.8,8861.04,7
33,34,21.78,43,855,13.53,11865.8,18621.9,6756.09,15
34,35,70.41,51,271,43.73,13075.3,19081.1,6005.84,10
35,36,39.27,43,567,24.39,13975.5,22266.1,8290.62,9
36,37,50.81,48,511,31.56,15780.0,25963.9,10183.9,9
37,38,23.62,58,830,14.67,12381.5,19604.6,7223.12,10
38,39,38.69,89,573,24.03,14658.3,22169.4,7511.07,8
39,40,72.8,81,256,45.22,13385.1,18636.8,5251.68,2
40,41,73.93,95,250,45.92,14556.6,18482.5,3925.86,1
41,42,67.23,148,337,41.76,19167.8,22656.5,3488.67,12
42,43,39.96,35,555,24.82,13998.5,22177.8,8179.32,14
43,44,39.14,106,550,24.31,14804.8,21527.0,6722.21,6
44,45,23.75,28,804,14.75,11637.8,19095.0,7457.25,8
45,46,44.58,50,518,27.69,14786.5,23092.4,8305.98,1
46,47,56.46,88,375,35.07,14483.9,21172.5,6688.59,6
47,48,4.25,51,1102,2.64,2919.84,4683.5,1763.66,14
48,49,15.55,59,873,9.66,8442.84,13575.2,5132.31,3
49,50,36.22,109,645,22.5,16020.0,23361.9,7341.9,14
50,51,22.11,46,840,13.73,11876.4,18572.4,6695.95,15
51,52,62.85,62,309,39.04,12141.4,19420.7,7279.21,11
52,53,1.95,102,1201,1.21,1516.13,2341.95,825.82,6
53,54,62.93,29,300,39.09,11805.2,18879.0,7073.82,3
54,55,14.59,158,991,9.06,9893.52,14458.7,4565.17,10
55,56,30.88,44,629,19.18,12351.9,19423.5,7071.6,15
56,57,78.68,33,227,48.87,9676.26,17860.4,8184.1,4
57,58,18.13,37,914,11.26,10246.6,16570.8,6324.22,3
58,59,72.37,48,244,44.95,11192.6,17658.3,6465.73,7
59,60,36.55,68,603,22.7,14482.6,22039.7,7557.05,1
60,61,26.84,99,777,16.67,13819.4,20854.7,8385.52,9
61,62,38.29,43,568,23.78,12912.5,21748.7,8836.18,12
62,63,50.23,77,453,31.2,14788.8,22754.2,7965.39,14
63,64,46.63,26,492,28.96,13669.1,22942.0,9272.84,5
64,65,59.76,57,396,37.12,15850.2,23665.0,7814.72,5
65,66,60.76,48,445,37.74,17284.9,27038.2,9753.28,4
66,67,50.73,80,395,31.51,12793.1,20038.3,7245.29,13
67,68,15.26,88,872,9.48,8882.76,13306.7,4423.96,12
68,69,58.68,36,323,36.45,11627.5,18953.6,7326.09,6
69,70,34.82,61,706,21.63,15400.6,24582.9,9182.36,13
70,71,39.98,125,602,24.83,16462.3,24068.0,7605.67,10
71,72,35.05,105,627,21.77,15195.5,21976.3,6780.89,1
72,73,17.87,33,881,11.1,9490.5,15743.5,6252.97,5
73,74,50.97,84,398,31.66,13265.5,20286.1,7020.52,4
74,75,59.89,77,322,37.2,12685.2,19284.6,6599.38,4
75,76,63.31,81,322,39.32,15020.2,20385.8,5365.58,4
76,77,6.01,96,1082,3.73,4274.58,6502.82,2228.24,1
77,78,16.74,74,870,10.4,9339.2,14563.8,5224.6,15
78,79,5.83,30,1145,3.62,4094.22,6675.35,2581.13,5
79,80,66.9,112,241,41.55,13088.2,16122.9,3034.65,12
80,81,80.66,39,209,50.1,9919.8,16857.9,6938.14,8
81,82,72.63,112,231,45.11,13713.4,16777.5,3064.09,1
82,83,30.78,84,723,19.12,14263.5,22253.9,7990.42,11
83,84,7.84,131,1069,4.87,5654.07,8380.96,2726.89,10
84,85,54.53,92,437,33.87,16731.8,23829.6,7097.83,2
85,86,36.92,79,682,22.93,16784.8,25179.4,8394.68,13
86,87,59.2,116,299,36.77,13788.8,17700.8,3912.05,12
87,88,61.84,27,387,38.41,15056.7,23932.1,8875.36,14
