,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6745,102275.0,164842.0,62567.4,1
1,2,6353,169755.0,262644.0,92889.3,1
2,3,7696,152231.0,245015.0,92784.5,1
3,4,8381,160321.0,266921.0,106600.0,1
4,5,10106,209284.0,353318.0,144035.0,1
5,6,11928,178381.0,298627.0,120246.0,1
6,7,5304,130316.0,195261.0,64944.6,1
7,8,6305,123720.0,202374.0,78653.6,1
8,9,8507,163805.0,262116.0,98310.6,1
9,10,6653,117927.0,209399.0,91471.3,1
10,11,7869,124853.0,207379.0,82525.5,1
11,12,5663,141439.0,227151.0,85711.4,1
12,13,7677,195761.0,326396.0,130635.0,1
13,14,7454,143648.0,224990.0,81342.2,1
14,15,6648,125549.0,202651.0,77102.6,1
