,idVenda,Quantidade,vendaValor,Departamento,prodLucro,Produto_idProduto,Cliente_idCliente
0,1,4,28.48,15,0.0,221,1
1,2,1,19.4,5,0.0,118,1
2,3,4,98.12,7,0.0,105,1
3,4,2,43.56,11,0.0,111,2
4,5,1,5.37,2,0.0,3,2
5,6,3,35.19,15,0.0,191,2
6,7,3,62.07,12,0.0,30,4
7,8,4,102.6,13,0.0,78,4
8,9,2,147.72,4,0.0,173,4
9,10,4,112.2,2,0.0,82,6
10,11,3,112.59,8,0.0,28,6
11,12,1,61.54,14,0.0,54,6
12,13,4,87.12,11,43.56,111,8
13,14,1,50.72,5,0.0,85,8
14,15,2,116.9,6,0.0,64,8
15,16,1,25.92,8,0.0,45,20
16,17,2,45.06,5,0.0,192,20
17,18,4,40.8,15,0.0,230,20
18,19,4,246.16,14,61.54,54,21
19,20,1,38.2,12,0.0,86,21
20,21,1,65.98,2,0.0,211,21
21,22,2,143.76,11,0.0,109,25
22,23,4,144.84,3,0.0,197,25
23,24,2,93.7,2,0.0,142,25
24,25,3,52.59,7,0.0,160,28
25,26,3,75.81,3,0.0,15,28
26,27,1,7.65,7,0.0,159,28
27,28,2,93.46,1,0.0,89,33
28,29,2,82.66,5,0.0,58,33
29,30,1,74.61,3,0.0,20,33
30,31,3,43.59,5,0.0,8,35
31,32,1,60.27,10,0.0,43,35
32,33,3,154.02,5,0.0,207,35
33,34,4,40.24,4,0.0,61,37
34,35,1,65.98,2,65.98,211,37
35,36,1,31.94,12,0.0,158,37
36,37,1,16.12,5,0.0,47,38
37,38,3,19.92,9,0.0,136,38
38,39,2,94.08,7,0.0,223,38
39,40,2,12.14,8,0.0,195,39
40,41,1,11.21,7,0.0,183,39
41,42,3,156.03,9,0.0,174,39
42,43,3,102.63,15,0.0,22,40
43,44,1,84.18,7,0.0,212,40
44,45,3,60.21,5,0.0,156,40
45,46,2,69.84,6,0.0,247,41
46,47,3,54.39,11,0.0,104,41
47,48,1,38.15,7,0.0,33,41
48,49,4,88.96,7,0.0,1,45
49,50,2,50.68,5,0.0,239,45
50,51,3,138.75,4,0.0,41,45
51,52,1,54.75,7,0.0,42,48
52,53,4,106.24,12,0.0,56,48
53,54,1,38.44,7,0.0,182,48
54,55,3,35.76,3,0.0,23,3
55,56,1,38.51,10,0.0,71,3
56,57,2,15.3,7,7.65,159,3
57,58,2,8.36,2,0.0,190,5
58,59,2,64.98,10,0.0,11,5
59,60,3,25.38,5,0.0,67,5
60,61,2,14.24,15,28.48,221,7
61,62,3,259.74,13,0.0,51,7
62,63,1,4.18,2,8.36,190,7
63,64,3,25.5,10,0.0,208,8
64,65,3,51.54,6,0.0,2,8
65,66,2,51.84,8,25.92,45,8
66,67,4,30.6,7,22.95,159,10
67,68,1,86.09,13,0.0,87,10
68,69,4,208.68,5,0.0,40,10
69,70,3,253.47,12,0.0,164,14
70,71,4,70.12,12,0.0,139,14
