,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11029,242630.0,290702.0,48071.4,1
1,2,13335,354936.0,409171.0,54234.9,1
2,3,10874,230419.0,284595.0,54176.0,1
3,4,8091,217258.0,251674.0,34416.4,1
4,5,11637,268273.0,316170.0,47897.3,1
5,6,9947,220448.0,274832.0,54384.4,1
6,7,12118,253454.0,294579.0,41125.2,1
7,8,9235,213876.0,257943.0,44066.8,1
8,9,12066,299692.0,354658.0,54965.9,1
9,10,14299,221688.0,271972.0,50283.9,1
10,11,11274,277512.0,329934.0,52421.7,1
11,12,9018,181660.0,221350.0,39689.8,1
12,13,8275,149811.0,191323.0,41512.2,1
13,14,7221,194633.0,238855.0,44222.3,1
14,15,12546,225741.0,277407.0,51666.4,1
