,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,12083,295280.0,354894.0,59613.3,1
1,2,10268,348058.0,407906.0,59848.1,1
2,3,14987,352373.0,424927.0,72554.1,1
3,4,11504,219195.0,265630.0,46435.2,1
4,5,15003,267433.0,319726.0,52293.3,1
5,6,4016,102303.0,123036.0,20732.9,1
6,7,10627,253557.0,298997.0,45439.3,1
7,8,13988,179332.0,211788.0,32455.4,1
8,9,10952,200509.0,240982.0,40472.4,1
9,10,12134,222784.0,259070.0,36285.9,1
10,11,18937,348856.0,415881.0,67025.1,1
11,12,17206,337758.0,382539.0,44780.8,1
12,13,13542,319396.0,373596.0,54200.9,1
13,14,17818,315164.0,370692.0,55527.2,1
14,15,12082,215478.0,253654.0,38175.8,1
