,idProduto,prodValor,prodEstoque,prodVendas,prodCusto,prodCustoAcum,prodGanhoAcum,prodLucro,Departamento_idDepartamento
0,1,22.71,113,629,7.83,5535.81,14284.6,8748.78,8
1,2,22.13,118,705,7.63,6081.11,15601.6,9520.54,8
2,3,73.66,108,197,25.4,7162.8,14511.0,7348.22,8
3,4,48.28,22,371,16.65,6193.8,17911.9,11718.1,12
4,5,52.05,150,393,17.95,8580.1,20455.7,11875.5,11
5,6,27.64,104,659,9.53,7023.61,18214.8,11191.1,14
6,7,103.09,58,129,35.55,4763.7,13298.6,8534.91,1
7,8,90.92,46,107,31.35,3605.25,9728.44,6123.19,14
8,9,94.48,27,153,32.58,4724.1,14455.4,9731.34,13
9,10,103.56,26,106,35.71,3249.61,10977.4,7727.75,15
10,11,131.31,27,72,45.28,3305.44,9454.32,6148.88,7
11,12,109.39,73,92,37.72,4186.92,10063.9,5876.96,14
12,13,9.16,73,750,3.16,2467.96,6870.0,4402.04,8
13,14,42.48,61,466,14.65,6944.1,19795.7,12851.6,14
14,15,15.4,38,824,5.31,4210.83,12689.6,8478.77,2
15,16,29.58,70,576,10.2,5895.6,17038.1,11142.5,15
16,17,87.9,72,202,30.31,7456.26,17755.8,10299.5,13
17,18,111.97,40,94,38.61,3088.8,10525.2,7436.38,15
18,19,5.68,116,809,1.96,1744.4,4595.12,2850.72,8
19,20,129.28,93,64,44.58,4814.64,8273.92,3459.28,3
20,21,37.87,24,473,13.06,5589.68,17912.5,12322.8,11
21,22,122.26,59,85,42.16,4005.2,10392.1,6386.9,10
22,23,104.86,96,98,36.16,5821.76,10276.3,4454.52,6
23,24,38.6,54,486,13.31,6788.1,18759.6,11971.5,6
24,25,112.0,106,81,38.62,4904.74,9072.0,4167.26,10
25,26,45.15,45,457,15.57,7022.07,20633.6,13611.5,5
26,27,133.11,53,72,45.9,2799.9,9583.92,6784.02,6
27,28,53.91,64,423,18.59,8421.27,22803.9,14382.7,15
28,29,131.95,34,63,45.5,3367.0,8312.85,4945.85,15
29,30,85.06,25,140,29.33,3167.64,11908.4,8740.76,1
30,31,85.72,44,158,29.56,4434.0,13543.8,9109.76,14
31,32,16.62,38,710,5.73,3907.86,11800.2,7892.34,9
32,33,145.12,42,54,50.04,3652.92,7836.48,4183.56,6
33,34,120.67,77,74,41.61,3453.63,8929.58,5475.95,6
34,35,68.73,49,219,23.7,5688.0,15051.9,9363.87,11
35,36,91.06,79,130,31.4,4898.4,11837.8,6939.4,9
36,37,60.09,81,327,20.72,7562.8,19649.4,12086.6,11
37,38,107.33,61,104,37.01,5366.45,11162.3,5795.87,3
38,39,110.55,73,111,38.12,4726.88,12271.1,7544.17,14
39,40,121.22,126,78,41.8,6729.8,9455.16,2725.36,7
