,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,5629,178207.0,275943.0,97735.9,1
1,2,6585,108681.0,167204.0,58523.8,1
2,3,10996,182460.0,291340.0,108880.0,1
3,4,7765,114012.0,181965.0,67953.7,1
4,5,10869,244967.0,373261.0,128295.0,1
5,6,12872,257557.0,414394.0,156836.0,1
6,7,7286,110785.0,172047.0,61262.5,1
7,8,8125,148494.0,235132.0,86638.2,1
8,9,8642,170772.0,259909.0,89137.7,1
9,10,9594,155053.0,223458.0,68405.0,1
10,11,8211,184366.0,295752.0,111386.0,1
11,12,5225,108523.0,179042.0,70518.9,1
12,13,9025,137066.0,214003.0,76936.5,1
13,14,14226,271363.0,425367.0,154004.0,1
14,15,9633,194993.0,294805.0,99811.8,1
