,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10846,224856.0,327421.0,102565.0,1
1,2,8831,181940.0,276505.0,94565.0,1
2,3,7004,186956.0,274563.0,87607.8,1
3,4,11269,255826.0,352210.0,96383.9,1
4,5,6563,123769.0,185420.0,61650.9,1
5,6,10832,172124.0,258970.0,86845.9,1
6,7,11830,256998.0,381123.0,124125.0,1
7,8,10194,182462.0,263462.0,81000.6,1
8,9,9510,225062.0,325214.0,100152.0,1
9,10,10504,159869.0,246432.0,86562.8,1
10,11,11940,212455.0,314357.0,101902.0,1
11,12,9744,247043.0,367964.0,120921.0,1
12,13,13727,235536.0,339769.0,104233.0,1
13,14,9082,218070.0,314091.0,96020.7,1
14,15,5876,162579.0,237082.0,74503.5,1
