,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10057,251745.0,294204.0,42458.7,1
1,2,14849,309749.0,376338.0,66588.3,1
2,3,13533,235950.0,269452.0,33502.6,1
3,4,11147,256102.0,305409.0,49306.8,1
4,5,8938,162106.0,189333.0,27227.4,1
5,6,15724,393586.0,464094.0,70508.2,1
6,7,14078,355484.0,412347.0,56862.1,1
7,8,14794,226007.0,262316.0,36308.7,1
8,9,8876,185628.0,226091.0,40463.2,1
9,10,9343,241534.0,283326.0,41791.4,1
10,11,18486,372026.0,446367.0,74341.0,1
11,12,11167,290859.0,332144.0,41285.5,1
12,13,9176,181054.0,206818.0,25763.8,1
13,14,11956,246707.0,289118.0,42410.4,1
14,15,12778,268996.0,314308.0,45311.4,1
