,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,11687,226033.0,362689.0,136656.0,1
1,2,9404,268168.0,418874.0,150707.0,1
2,3,10197,232884.0,368782.0,135898.0,1
3,4,8988,170294.0,273747.0,103453.0,1
4,5,5567,118782.0,182617.0,63835.2,1
5,6,6500,108338.0,168299.0,59960.9,1
6,7,6792,158969.0,240223.0,81253.6,1
7,8,4349,66212.2,104083.0,37870.9,1
8,9,9571,218078.0,348433.0,130356.0,1
9,10,6034,110005.0,174274.0,64268.2,1
10,11,10456,191384.0,294383.0,102999.0,1
11,12,10070,207765.0,332683.0,124918.0,1
12,13,10479,222309.0,348399.0,126090.0,1
13,14,9591,133740.0,204011.0,70270.8,1
14,15,10298,228989.0,365240.0,136252.0,1
