,idVenda,Quantidade,vendaValor,Departamento,prodLucro,Produto_idProduto,Cliente_idCliente
0,1,3,182.01,9,0.0,137,1
1,2,2,60.84,13,0.0,132,1
2,3,1,58.49,11,0.0,246,1
3,4,1,56.2,10,0.0,1,2
4,5,3,121.86,4,0.0,139,2
5,6,2,26.1,6,0.0,185,2
6,7,4,81.32,10,0.0,124,4
7,8,2,60.84,13,60.84,132,4
8,9,1,59.81,14,0.0,202,4
9,10,3,13.53,13,0.0,32,5
10,11,4,46.16,11,0.0,177,5
11,12,3,168.33,10,0.0,49,5
12,13,1,21.1,1,0.0,116,7
13,14,3,108.93,12,0.0,3,7
14,15,1,51.19,5,0.0,175,7
15,16,1,21.58,5,0.0,86,9
16,17,2,95.4,4,0.0,230,9
17,18,3,46.29,10,0.0,96,9
18,19,4,218.92,11,0.0,123,11
19,20,2,67.68,9,0.0,164,11
20,21,2,70.6,15,0.0,140,11
21,22,2,7.7,7,0.0,219,12
22,23,4,44.76,9,0.0,23,12
23,24,3,98.79,6,0.0,214,12
24,25,2,88.3,15,0.0,88,13
25,26,4,116.28,8,0.0,28,13
26,27,1,44.07,3,0.0,241,13
27,28,2,9.22,7,0.0,69,15
28,29,1,57.9,8,0.0,136,15
29,30,4,23.2,2,0.0,128,15
30,31,1,17.8,14,0.0,194,16
31,32,2,102.02,3,0.0,211,16
32,33,1,31.61,5,0.0,163,16
33,34,4,30.04,6,0.0,159,17
34,35,3,72.24,12,0.0,216,17
35,36,3,48.27,3,0.0,12,17
36,37,2,63.08,6,0.0,146,19
37,38,1,15.21,4,0.0,223,19
38,39,4,85.4,5,0.0,201,19
39,40,3,101.52,9,67.68,164,23
40,41,2,32.18,3,48.27,12,23
41,42,1,54.73,11,218.92,123,23
42,43,3,105.9,15,70.6,140,26
43,44,4,23.2,2,23.2,128,26
44,45,2,116.98,11,58.49,246,26
45,46,4,30.32,10,0.0,106,28
46,47,4,85.4,5,85.4,201,28
47,48,3,44.73,2,0.0,118,28
48,49,1,49.64,15,0.0,111,30
49,50,1,58.44,8,0.0,34,30
50,51,4,30.32,10,30.32,106,30
51,52,1,58.53,1,0.0,50,31
52,53,4,139.16,9,0.0,150,31
53,54,2,112.22,10,168.33,49,31
54,55,3,109.83,6,0.0,208,33
55,56,3,13.53,13,13.53,32,33
56,57,2,13.54,15,0.0,48,33
57,58,1,19.7,2,0.0,67,35
58,59,1,56.79,14,0.0,104,35
59,60,4,19.72,11,0.0,235,35
