,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,5908,81644.6,114780.0,33135.8,1
1,2,16420,255420.0,345061.0,89641.1,1
2,3,11739,260108.0,362952.0,102844.0,1
3,4,12213,248470.0,342999.0,94528.4,1
4,5,12768,256717.0,352152.0,95435.1,1
5,6,15242,293089.0,395079.0,101990.0,1
6,7,7862,169030.0,216244.0,47213.7,1
7,8,12189,229716.0,308895.0,79179.6,1
8,9,12879,213278.0,286135.0,72856.3,1
9,10,7444,155461.0,217224.0,61763.4,1
10,11,12153,249430.0,339571.0,90141.6,1
11,12,19453,318171.0,442178.0,124007.0,1
12,13,11107,217308.0,295505.0,78197.8,1
13,14,11320,198836.0,266972.0,68136.1,1
14,15,11453,226749.0,314042.0,87292.8,1
