,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6753,113934.0,165507.0,51572.8,1
1,2,10619,194832.0,293691.0,98858.7,1
2,3,8908,199986.0,293868.0,93882.1,1
3,4,8899,197580.0,297483.0,99902.3,1
4,5,7623,166538.0,242787.0,76248.9,1
5,6,8880,147358.0,233154.0,85795.9,1
6,7,6332,110424.0,167932.0,57507.8,1
7,8,12443,217458.0,322131.0,104673.0,1
8,9,11510,215628.0,311525.0,95896.5,1
9,10,11229,171871.0,253108.0,81237.0,1
10,11,11165,250484.0,361508.0,111024.0,1
11,12,9422,202959.0,305451.0,102492.0,1
12,13,6329,171501.0,251016.0,79514.6,1
13,14,11222,199718.0,294914.0,95196.4,1
14,15,8208,222829.0,320063.0,97234.0,1
