,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10988,248799.0,269297.0,20497.6,1
1,2,11161,280747.0,308970.0,28223.5,1
2,3,10624,236499.0,260453.0,23954.0,1
3,4,12737,296911.0,329371.0,32459.5,1
4,5,10351,318417.0,345860.0,27443.7,1
5,6,9385,159608.0,176691.0,17083.1,1
6,7,6904,183798.0,201600.0,17802.5,1
7,8,12792,292102.0,322644.0,30541.9,1
8,9,15004,297242.0,323063.0,25820.4,1
9,10,7108,175283.0,190309.0,15026.3,1
10,11,7306,135235.0,153657.0,18422.0,1
11,12,15339,406528.0,436699.0,30171.1,1
12,13,9837,257768.0,277230.0,19461.4,1
13,14,8316,184889.0,200204.0,15314.7,1
14,15,9324,211940.0,232071.0,20130.9,1
