,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8931,166015.0,274414.0,108399.0,1
1,2,4325,72130.9,122718.0,50587.4,1
2,3,9997,162022.0,256040.0,94018.0,1
3,4,7693,189412.0,291309.0,101897.0,1
4,5,9891,170447.0,265066.0,94618.9,1
5,6,9016,158810.0,255862.0,97052.8,1
6,7,8172,188341.0,300917.0,112577.0,1
7,8,9102,122576.0,204008.0,81432.1,1
8,9,10840,284992.0,449158.0,164166.0,1
9,10,4242,102887.0,170421.0,67533.6,1
10,11,5435,105548.0,172436.0,66888.4,1
11,12,9431,229228.0,375854.0,146626.0,1
12,13,8287,151668.0,247581.0,95913.8,1
13,14,6191,124106.0,198941.0,74834.9,1
14,15,10807,223670.0,363537.0,139868.0,1
