,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10278,211043.0,319589.0,108545.0,1
1,2,5656,112434.0,165162.0,52728.1,1
2,3,7017,171371.0,252339.0,80968.2,1
3,4,12526,257023.0,396528.0,139505.0,1
4,5,10709,201147.0,305070.0,103923.0,1
5,6,8943,161371.0,243593.0,82221.3,1
6,7,10498,203893.0,304599.0,100706.0,1
7,8,11010,237050.0,357717.0,120667.0,1
8,9,9660,233852.0,340252.0,106400.0,1
9,10,9164,143475.0,218578.0,75102.6,1
10,11,7690,211869.0,302158.0,90288.4,1
11,12,12535,257165.0,393855.0,136690.0,1
12,13,10998,163363.0,250006.0,86642.7,1
13,14,8794,239357.0,373883.0,134525.0,1
14,15,9312,190538.0,289542.0,99003.8,1
