,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,7277,161805.0,237370.0,75565.3,1
1,2,5209,116534.0,160292.0,43758.4,1
2,3,9645,172536.0,258979.0,86442.8,1
3,4,11499,176846.0,256431.0,79585.0,1
4,5,12509,245799.0,365339.0,119540.0,1
5,6,11803,283812.0,425098.0,141287.0,1
6,7,15401,281818.0,404041.0,122223.0,1
7,8,7370,159551.0,227476.0,67924.7,1
8,9,14670,302333.0,448588.0,146255.0,1
9,10,3895,98161.6,143656.0,45494.2,1
10,11,14904,231006.0,331655.0,100650.0,1
11,12,8064,162357.0,234938.0,72580.8,1
12,13,10702,210802.0,310238.0,99435.7,1
13,14,9882,181504.0,256081.0,74576.7,1
14,15,11654,265377.0,383057.0,117680.0,1
