,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,6554,108257.0,178861.0,70604.4,1
1,2,8647,135601.0,217157.0,81555.5,1
2,3,11498,214272.0,348759.0,134487.0,1
3,4,8660,132908.0,211749.0,78841.1,1
4,5,13104,241651.0,394830.0,153179.0,1
5,6,10604,208901.0,334946.0,126046.0,1
6,7,12913,226849.0,374241.0,147392.0,1
7,8,8345,111175.0,174376.0,63201.3,1
8,9,8627,230094.0,361093.0,130999.0,1
9,10,10692,195010.0,320336.0,125326.0,1
10,11,6240,136846.0,227384.0,90538.1,1
11,12,10433,199220.0,317417.0,118196.0,1
12,13,9094,234058.0,376618.0,142560.0,1
13,14,3589,98472.4,162661.0,64188.4,1
14,15,10816,149413.0,250302.0,100889.0,1
