,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,10433,193152.0,236226.0,43074.1,1
1,2,8400,216556.0,271127.0,54571.4,1
2,3,7765,214688.0,267549.0,52860.8,1
3,4,19136,309701.0,389305.0,79604.5,1
4,5,14484,317063.0,392072.0,75009.1,1
5,6,12463,327754.0,391179.0,63425.4,1
6,7,14550,321698.0,402033.0,80335.1,1
7,8,10053,174797.0,214274.0,39476.2,1
8,9,14041,214793.0,269367.0,54573.9,1
9,10,16868,336132.0,417764.0,81631.6,1
10,11,14728,336393.0,427457.0,91064.3,1
11,12,11000,168612.0,205104.0,36491.8,1
12,13,13248,266426.0,323627.0,57201.1,1
13,14,8941,239986.0,291005.0,51019.3,1
14,15,18999,401744.0,508232.0,106488.0,1
