,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,9552,207766.0,261459.0,53693.1,1
1,2,10352,209595.0,267597.0,58001.8,1
2,3,16175,346326.0,437693.0,91366.4,1
3,4,9932,186262.0,238904.0,52642.2,1
4,5,10696,204128.0,273818.0,69690.3,1
5,6,7325,119367.0,161666.0,42299.0,1
6,7,10562,243906.0,308897.0,64991.6,1
7,8,9500,227605.0,284729.0,57123.9,1
8,9,8749,194494.0,235923.0,41429.0,1
9,10,11874,255202.0,322370.0,67168.6,1
10,11,10599,169095.0,220107.0,51011.4,1
11,12,6040,165932.0,209282.0,43350.5,1
12,13,14318,238441.0,301837.0,63395.5,1
13,14,8421,153714.0,189961.0,36247.1,1
14,15,12115,258739.0,321960.0,63221.3,1
