,idDepartamento,depVendas,depCusto,depGanho,depLucro,Loja_idLoja
0,1,8310,197981.0,299980.0,102000.0,1
1,2,16329,223809.0,345556.0,121747.0,1
2,3,10111,259649.0,408217.0,148568.0,1
3,4,14981,285545.0,457582.0,172037.0,1
4,5,8983,164638.0,255599.0,90960.7,1
5,6,11714,211902.0,328028.0,116126.0,1
6,7,5733,144974.0,224467.0,79492.9,1
7,8,5346,94025.1,135903.0,41877.6,1
8,9,16081,236143.0,374839.0,138696.0,1
9,10,7611,161362.0,245669.0,84307.2,1
10,11,7404,195210.0,300406.0,105195.0,1
11,12,7189,132222.0,204596.0,72374.0,1
12,13,10735,259316.0,398998.0,139682.0,1
13,14,12237,204863.0,315904.0,111041.0,1
14,15,10256,232153.0,366172.0,134019.0,1
